count,stand,plate_x,plate_z,called_strike_rate
Any,Any,-1.95,0.55,0.0
Any,Any,-1.95,0.65,0.0
Any,Any,-1.95,0.75,0.0
Any,Any,-1.95,0.85,0.0
Any,Any,-1.95,0.95,0.0
Any,Any,-1.95,1.05,0.0
Any,Any,-1.95,1.15,0.0
Any,Any,-1.95,1.25,0.0
Any,Any,-1.95,1.35,0.0
Any,Any,-1.95,1.45,0.0
Any,Any,-1.95,1.55,0.0
Any,Any,-1.95,1.65,0.0
Any,Any,-1.95,1.75,0.0
Any,Any,-1.95,1.85,0.00025
Any,Any,-1.95,1.95,0.00023
Any,Any,-1.95,2.05,0.00022
Any,Any,-1.95,2.15,0.0
Any,Any,-1.95,2.25,0.0
Any,Any,-1.95,2.35,0.0
Any,Any,-1.95,2.45,0.00018
Any,Any,-1.95,2.55,0.00018
Any,Any,-1.95,2.65,0.00018
Any,Any,-1.95,2.75,0.0
Any,Any,-1.95,2.85,0.0
Any,Any,-1.95,2.95,0.0
Any,Any,-1.95,3.05,0.00019
Any,Any,-1.95,3.15,0.00021
Any,Any,-1.95,3.25,0.00022
Any,Any,-1.95,3.35,0.0
Any,Any,-1.95,3.45,0.0
Any,Any,-1.95,3.55,0.0
Any,Any,-1.95,3.65,0.0
Any,Any,-1.95,3.75,0.0
Any,Any,-1.95,3.85,0.0
Any,Any,-1.95,3.95,0.0
Any,Any,-1.95,4.05,0.0
Any,Any,-1.95,4.15,0.0
Any,Any,-1.95,4.25,0.0
Any,Any,-1.95,4.35,0.0
Any,Any,-1.95,4.45,0.0
Any,Any,-1.85,0.55,0.0
Any,Any,-1.85,0.65,0.0
Any,Any,-1.85,0.75,0.0
Any,Any,-1.85,0.85,0.0
Any,Any,-1.85,0.95,0.0
Any,Any,-1.85,1.05,0.0
Any,Any,-1.85,1.15,0.0
Any,Any,-1.85,1.25,0.0
Any,Any,-1.85,1.35,0.0
Any,Any,-1.85,1.45,0.0
Any,Any,-1.85,1.55,0.0
Any,Any,-1.85,1.65,0.0
Any,Any,-1.85,1.75,0.0
Any,Any,-1.85,1.85,0.00014
Any,Any,-1.85,1.95,0.00013
Any,Any,-1.85,2.05,0.00012
Any,Any,-1.85,2.15,0.0
Any,Any,-1.85,2.25,0.0
Any,Any,-1.85,2.35,0.0
Any,Any,-1.85,2.45,1e-04
Any,Any,-1.85,2.55,1e-04
Any,Any,-1.85,2.65,0.0002
Any,Any,-1.85,2.75,1e-04
Any,Any,-1.85,2.85,1e-04
Any,Any,-1.85,2.95,0.0
Any,Any,-1.85,3.05,0.00011
Any,Any,-1.85,3.15,0.00012
Any,Any,-1.85,3.25,0.00013
Any,Any,-1.85,3.35,0.0
Any,Any,-1.85,3.45,0.0
Any,Any,-1.85,3.55,0.0
Any,Any,-1.85,3.65,0.0
Any,Any,-1.85,3.75,0.0
Any,Any,-1.85,3.85,0.0
Any,Any,-1.85,3.95,0.0
Any,Any,-1.85,4.05,0.0
Any,Any,-1.85,4.15,0.0
Any,Any,-1.85,4.25,0.0
Any,Any,-1.85,4.35,0.0
Any,Any,-1.85,4.45,0.0
Any,Any,-1.75,0.55,0.0
Any,Any,-1.75,0.65,0.0
Any,Any,-1.75,0.75,0.0
Any,Any,-1.75,0.85,0.0
Any,Any,-1.75,0.95,0.0
Any,Any,-1.75,1.05,0.0
Any,Any,-1.75,1.15,0.0
Any,Any,-1.75,1.25,0.0
Any,Any,-1.75,1.35,0.0
Any,Any,-1.75,1.45,0.0
Any,Any,-1.75,1.55,0.0
Any,Any,-1.75,1.65,0.0
Any,Any,-1.75,1.75,0.0
Any,Any,-1.75,1.85,0.0
Any,Any,-1.75,1.95,0.0
Any,Any,-1.75,2.05,0.0
Any,Any,-1.75,2.15,0.0
Any,Any,-1.75,2.25,8e-05
Any,Any,-1.75,2.35,8e-05
Any,Any,-1.75,2.45,8e-05
Any,Any,-1.75,2.55,0.0
Any,Any,-1.75,2.65,8e-05
Any,Any,-1.75,2.75,8e-05
Any,Any,-1.75,2.85,8e-05
Any,Any,-1.75,2.95,0.0
Any,Any,-1.75,3.05,9e-05
Any,Any,-1.75,3.15,1e-04
Any,Any,-1.75,3.25,1e-04
Any,Any,-1.75,3.35,0.0
Any,Any,-1.75,3.45,0.0
Any,Any,-1.75,3.55,0.0
Any,Any,-1.75,3.65,0.0
Any,Any,-1.75,3.75,0.0
Any,Any,-1.75,3.85,0.0
Any,Any,-1.75,3.95,0.0
Any,Any,-1.75,4.05,0.0
Any,Any,-1.75,4.15,0.0
Any,Any,-1.75,4.25,0.0
Any,Any,-1.75,4.35,0.0
Any,Any,-1.75,4.45,0.0
Any,Any,-1.65,0.55,0.0
Any,Any,-1.65,0.65,0.0
Any,Any,-1.65,0.75,0.0
Any,Any,-1.65,0.85,0.0
Any,Any,-1.65,0.95,0.0
Any,Any,-1.65,1.05,0.0
Any,Any,-1.65,1.15,0.0
Any,Any,-1.65,1.25,0.0
Any,Any,-1.65,1.35,0.0
Any,Any,-1.65,1.45,0.0
Any,Any,-1.65,1.55,0.0
Any,Any,-1.65,1.65,1e-04
Any,Any,-1.65,1.75,0.00018
Any,Any,-1.65,1.85,0.00017
Any,Any,-1.65,1.95,0.00016
Any,Any,-1.65,2.05,0.00022
Any,Any,-1.65,2.15,0.00021
Any,Any,-1.65,2.25,0.0002
Any,Any,-1.65,2.35,0.00019
Any,Any,-1.65,2.45,0.00025
Any,Any,-1.65,2.55,0.00019
Any,Any,-1.65,2.65,0.00012
Any,Any,-1.65,2.75,6e-05
Any,Any,-1.65,2.85,6e-05
Any,Any,-1.65,2.95,0.0
Any,Any,-1.65,3.05,7e-05
Any,Any,-1.65,3.15,8e-05
Any,Any,-1.65,3.25,8e-05
Any,Any,-1.65,3.35,0.0
Any,Any,-1.65,3.45,0.0
Any,Any,-1.65,3.55,0.0
Any,Any,-1.65,3.65,0.0
Any,Any,-1.65,3.75,0.0
Any,Any,-1.65,3.85,0.0
Any,Any,-1.65,3.95,0.0
Any,Any,-1.65,4.05,0.0
Any,Any,-1.65,4.15,0.0
Any,Any,-1.65,4.25,0.0
Any,Any,-1.65,4.35,0.00038
Any,Any,-1.65,4.45,0.00064
Any,Any,-1.55,0.55,0.0
Any,Any,-1.55,0.65,0.0
Any,Any,-1.55,0.75,0.0
Any,Any,-1.55,0.85,0.0
Any,Any,-1.55,0.95,0.0
Any,Any,-1.55,1.05,0.0
Any,Any,-1.55,1.15,0.0
Any,Any,-1.55,1.25,0.0
Any,Any,-1.55,1.35,0.0
Any,Any,-1.55,1.45,0.0
Any,Any,-1.55,1.55,0.0
Any,Any,-1.55,1.65,8e-05
Any,Any,-1.55,1.75,0.00036
Any,Any,-1.55,1.85,0.00061
Any,Any,-1.55,1.95,0.0007
Any,Any,-1.55,2.05,0.00073
Any,Any,-1.55,2.15,0.00064
Any,Any,-1.55,2.25,0.00083
Any,Any,-1.55,2.35,0.00095
Any,Any,-1.55,2.45,0.00088
Any,Any,-1.55,2.55,0.00066
Any,Any,-1.55,2.65,0.00046
Any,Any,-1.55,2.75,0.00046
Any,Any,-1.55,2.85,0.00047
Any,Any,-1.55,2.95,0.00028
Any,Any,-1.55,3.05,0.00029
Any,Any,-1.55,3.15,0.00019
Any,Any,-1.55,3.25,0.0002
Any,Any,-1.55,3.35,7e-05
Any,Any,-1.55,3.45,0.0
Any,Any,-1.55,3.55,0.0
Any,Any,-1.55,3.65,0.0
Any,Any,-1.55,3.75,0.0
Any,Any,-1.55,3.85,0.0
Any,Any,-1.55,3.95,0.0
Any,Any,-1.55,4.05,0.0
Any,Any,-1.55,4.15,0.0
Any,Any,-1.55,4.25,0.0
Any,Any,-1.55,4.35,0.00032
Any,Any,-1.55,4.45,0.00053
Any,Any,-1.45,0.55,0.0
Any,Any,-1.45,0.65,0.0
Any,Any,-1.45,0.75,0.0
Any,Any,-1.45,0.85,0.0
Any,Any,-1.45,0.95,0.0
Any,Any,-1.45,1.05,0.0
Any,Any,-1.45,1.15,0.0
Any,Any,-1.45,1.25,0.0
Any,Any,-1.45,1.35,0.0
Any,Any,-1.45,1.45,8e-05
Any,Any,-1.45,1.55,0.00043
Any,Any,-1.45,1.65,0.0013
Any,Any,-1.45,1.75,0.00228
Any,Any,-1.45,1.85,0.00372
Any,Any,-1.45,1.95,0.00394
Any,Any,-1.45,2.05,0.00414
Any,Any,-1.45,2.15,0.00353
Any,Any,-1.45,2.25,0.00409
Any,Any,-1.45,2.35,0.0043
Any,Any,-1.45,2.45,0.00432
Any,Any,-1.45,2.55,0.00364
Any,Any,-1.45,2.65,0.00296
Any,Any,-1.45,2.75,0.00235
Any,Any,-1.45,2.85,0.00179
Any,Any,-1.45,2.95,0.00135
Any,Any,-1.45,3.05,0.00122
Any,Any,-1.45,3.15,0.00105
Any,Any,-1.45,3.25,0.0008
Any,Any,-1.45,3.35,0.00038
Any,Any,-1.45,3.45,0.00014
Any,Any,-1.45,3.55,-0.0
Any,Any,-1.45,3.65,-0.0
Any,Any,-1.45,3.75,-0.0
Any,Any,-1.45,3.85,-0.0
Any,Any,-1.45,3.95,-0.0
Any,Any,-1.45,4.05,-0.0
Any,Any,-1.45,4.15,0.00018
Any,Any,-1.45,4.25,0.00022
Any,Any,-1.45,4.35,0.00053
Any,Any,-1.45,4.45,0.00044
Any,Any,-1.35,0.55,0.0
Any,Any,-1.35,0.65,0.0
Any,Any,-1.35,0.75,0.0
Any,Any,-1.35,0.85,0.0
Any,Any,-1.35,0.95,0.0
Any,Any,-1.35,1.05,0.0
Any,Any,-1.35,1.15,0.0
Any,Any,-1.35,1.25,9e-05
Any,Any,-1.35,1.35,0.00038
Any,Any,-1.35,1.45,0.0023
Any,Any,-1.35,1.55,0.00449
Any,Any,-1.35,1.65,0.00753
Any,Any,-1.35,1.75,0.01126
Any,Any,-1.35,1.85,0.01506
Any,Any,-1.35,1.95,0.01635
Any,Any,-1.35,2.05,0.0152
Any,Any,-1.35,2.15,0.01403
Any,Any,-1.35,2.25,0.01499
Any,Any,-1.35,2.35,0.01525
Any,Any,-1.35,2.45,0.01448
Any,Any,-1.35,2.55,0.01279
Any,Any,-1.35,2.65,0.01176
Any,Any,-1.35,2.75,0.01037
Any,Any,-1.35,2.85,0.00827
Any,Any,-1.35,2.95,0.00586
Any,Any,-1.35,3.05,0.00407
Any,Any,-1.35,3.15,0.00276
Any,Any,-1.35,3.25,0.00191
Any,Any,-1.35,3.35,0.00107
Any,Any,-1.35,3.45,0.00053
Any,Any,-1.35,3.55,0.0002
Any,Any,-1.35,3.65,0.00015
Any,Any,-1.35,3.75,0.0
Any,Any,-1.35,3.85,1e-04
Any,Any,-1.35,3.95,0.00011
Any,Any,-1.35,4.05,0.00013
Any,Any,-1.35,4.15,0.00015
Any,Any,-1.35,4.25,0.00019
Any,Any,-1.35,4.35,0.00022
Any,Any,-1.35,4.45,0.0
Any,Any,-1.25,0.55,0.0
Any,Any,-1.25,0.65,0.0
Any,Any,-1.25,0.75,0.0
Any,Any,-1.25,0.85,0.0
Any,Any,-1.25,0.95,0.0
Any,Any,-1.25,1.05,0.0
Any,Any,-1.25,1.15,8e-05
Any,Any,-1.25,1.25,0.00073
Any,Any,-1.25,1.35,0.0029
Any,Any,-1.25,1.45,0.00905
Any,Any,-1.25,1.55,0.01694
Any,Any,-1.25,1.65,0.02681
Any,Any,-1.25,1.75,0.03767
Any,Any,-1.25,1.85,0.04654
Any,Any,-1.25,1.95,0.0512
Any,Any,-1.25,2.05,0.05168
Any,Any,-1.25,2.15,0.05218
Any,Any,-1.25,2.25,0.05256
Any,Any,-1.25,2.35,0.05127
Any,Any,-1.25,2.45,0.04773
Any,Any,-1.25,2.55,0.04393
Any,Any,-1.25,2.65,0.03983
Any,Any,-1.25,2.75,0.03489
Any,Any,-1.25,2.85,0.02869
Any,Any,-1.25,2.95,0.02187
Any,Any,-1.25,3.05,0.01576
Any,Any,-1.25,3.15,0.01063
Any,Any,-1.25,3.25,0.00691
Any,Any,-1.25,3.35,0.00394
Any,Any,-1.25,3.45,0.00194
Any,Any,-1.25,3.55,0.00079
Any,Any,-1.25,3.65,0.00044
Any,Any,-1.25,3.75,0.00015
Any,Any,-1.25,3.85,0.00025
Any,Any,-1.25,3.95,0.0002
Any,Any,-1.25,4.05,0.00023
Any,Any,-1.25,4.15,0.00013
Any,Any,-1.25,4.25,0.00016
Any,Any,-1.25,4.35,0.00018
Any,Any,-1.25,4.45,0.0
Any,Any,-1.15,0.55,0.0
Any,Any,-1.15,0.65,0.0
Any,Any,-1.15,0.75,0.0
Any,Any,-1.15,0.85,0.0
Any,Any,-1.15,0.95,0.0
Any,Any,-1.15,1.05,8e-05
Any,Any,-1.15,1.15,0.0005
Any,Any,-1.15,1.25,0.00247
Any,Any,-1.15,1.35,0.01027
Any,Any,-1.15,1.45,0.02739
Any,Any,-1.15,1.55,0.05038
Any,Any,-1.15,1.65,0.07724
Any,Any,-1.15,1.75,0.10142
Any,Any,-1.15,1.85,0.12075
Any,Any,-1.15,1.95,0.13249
Any,Any,-1.15,2.05,0.13877
Any,Any,-1.15,2.15,0.14148
Any,Any,-1.15,2.25,0.14036
Any,Any,-1.15,2.35,0.13511
Any,Any,-1.15,2.45,0.12704
Any,Any,-1.15,2.55,0.11845
Any,Any,-1.15,2.65,0.10885
Any,Any,-1.15,2.75,0.0969
Any,Any,-1.15,2.85,0.08249
Any,Any,-1.15,2.95,0.06798
Any,Any,-1.15,3.05,0.05434
Any,Any,-1.15,3.15,0.04029
Any,Any,-1.15,3.25,0.02616
Any,Any,-1.15,3.35,0.0141
Any,Any,-1.15,3.45,0.00714
Any,Any,-1.15,3.55,0.00293
Any,Any,-1.15,3.65,0.00107
Any,Any,-1.15,3.75,0.00051
Any,Any,-1.15,3.85,0.00052
Any,Any,-1.15,3.95,0.00043
Any,Any,-1.15,4.05,0.0004
Any,Any,-1.15,4.15,0.00023
Any,Any,-1.15,4.25,0.00027
Any,Any,-1.15,4.35,0.00016
Any,Any,-1.15,4.45,-0.0
Any,Any,-1.05,0.55,0.0
Any,Any,-1.05,0.65,0.0
Any,Any,-1.05,0.75,0.0
Any,Any,-1.05,0.85,0.0
Any,Any,-1.05,0.95,0.0
Any,Any,-1.05,1.05,0.00023
Any,Any,-1.05,1.15,0.00244
Any,Any,-1.05,1.25,0.00861
Any,Any,-1.05,1.35,0.02741
Any,Any,-1.05,1.45,0.06438
Any,Any,-1.05,1.55,0.11588
Any,Any,-1.05,1.65,0.17191
Any,Any,-1.05,1.75,0.2218
Any,Any,-1.05,1.85,0.25724
Any,Any,-1.05,1.95,0.28082
Any,Any,-1.05,2.05,0.29322
Any,Any,-1.05,2.15,0.29643
Any,Any,-1.05,2.25,0.29427
Any,Any,-1.05,2.35,0.28518
Any,Any,-1.05,2.45,0.27438
Any,Any,-1.05,2.55,0.26135
Any,Any,-1.05,2.65,0.24387
Any,Any,-1.05,2.75,0.2253
Any,Any,-1.05,2.85,0.20128
Any,Any,-1.05,2.95,0.17502
Any,Any,-1.05,3.05,0.14513
Any,Any,-1.05,3.15,0.11151
Any,Any,-1.05,3.25,0.07716
Any,Any,-1.05,3.35,0.04582
Any,Any,-1.05,3.45,0.02364
Any,Any,-1.05,3.55,0.01135
Any,Any,-1.05,3.65,0.00429
Any,Any,-1.05,3.75,0.00191
Any,Any,-1.05,3.85,0.00099
Any,Any,-1.05,3.95,0.00053
Any,Any,-1.05,4.05,0.00053
Any,Any,-1.05,4.15,0.00031
Any,Any,-1.05,4.25,0.00037
Any,Any,-1.05,4.35,0.00029
Any,Any,-1.05,4.45,0.00025
Any,Any,-0.95,0.55,0.0
Any,Any,-0.95,0.65,0.00018
Any,Any,-0.95,0.75,0.00014
Any,Any,-0.95,0.85,0.0002
Any,Any,-0.95,0.95,8e-05
Any,Any,-0.95,1.05,0.00074
Any,Any,-0.95,1.15,0.00545
Any,Any,-0.95,1.25,0.01949
Any,Any,-0.95,1.35,0.05905
Any,Any,-0.95,1.45,0.12916
Any,Any,-0.95,1.55,0.2221
Any,Any,-0.95,1.65,0.31816
Any,Any,-0.95,1.75,0.39283
Any,Any,-0.95,1.85,0.44627
Any,Any,-0.95,1.95,0.48094
Any,Any,-0.95,2.05,0.50009
Any,Any,-0.95,2.15,0.50534
Any,Any,-0.95,2.25,0.50281
Any,Any,-0.95,2.35,0.49679
Any,Any,-0.95,2.45,0.48744
Any,Any,-0.95,2.55,0.4724
Any,Any,-0.95,2.65,0.44753
Any,Any,-0.95,2.75,0.42175
Any,Any,-0.95,2.85,0.38948
Any,Any,-0.95,2.95,0.35123
Any,Any,-0.95,3.05,0.30394
Any,Any,-0.95,3.15,0.24431
Any,Any,-0.95,3.25,0.18128
Any,Any,-0.95,3.35,0.11609
Any,Any,-0.95,3.45,0.06483
Any,Any,-0.95,3.55,0.03069
Any,Any,-0.95,3.65,0.0115
Any,Any,-0.95,3.75,0.00473
Any,Any,-0.95,3.85,0.00147
Any,Any,-0.95,3.95,0.00062
Any,Any,-0.95,4.05,0.00056
Any,Any,-0.95,4.15,0.00037
Any,Any,-0.95,4.25,0.00044
Any,Any,-0.95,4.35,0.0004
Any,Any,-0.95,4.45,0.00023
Any,Any,-0.85,0.55,0.0
Any,Any,-0.85,0.65,0.00016
Any,Any,-0.85,0.75,0.00024
Any,Any,-0.85,0.85,0.00046
Any,Any,-0.85,0.95,0.00043
Any,Any,-0.85,1.05,0.0017
Any,Any,-0.85,1.15,0.00909
Any,Any,-0.85,1.25,0.03402
Any,Any,-0.85,1.35,0.09803
Any,Any,-0.85,1.45,0.20723
Any,Any,-0.85,1.55,0.34131
Any,Any,-0.85,1.65,0.47626
Any,Any,-0.85,1.75,0.57679
Any,Any,-0.85,1.85,0.64705
Any,Any,-0.85,1.95,0.68721
Any,Any,-0.85,2.05,0.70869
Any,Any,-0.85,2.15,0.71461
Any,Any,-0.85,2.25,0.71645
Any,Any,-0.85,2.35,0.71162
Any,Any,-0.85,2.45,0.70667
Any,Any,-0.85,2.55,0.6939
Any,Any,-0.85,2.65,0.67279
Any,Any,-0.85,2.75,0.64801
Any,Any,-0.85,2.85,0.61572
Any,Any,-0.85,2.95,0.57404
Any,Any,-0.85,3.05,0.51506
Any,Any,-0.85,3.15,0.43341
Any,Any,-0.85,3.25,0.33777
Any,Any,-0.85,3.35,0.22812
Any,Any,-0.85,3.45,0.13408
Any,Any,-0.85,3.55,0.06523
Any,Any,-0.85,3.65,0.02644
Any,Any,-0.85,3.75,0.0096
Any,Any,-0.85,3.85,0.00245
Any,Any,-0.85,3.95,0.00089
Any,Any,-0.85,4.05,0.00073
Any,Any,-0.85,4.15,0.00067
Any,Any,-0.85,4.25,0.00061
Any,Any,-0.85,4.35,0.00073
Any,Any,-0.85,4.45,0.00061
Any,Any,-0.75,0.55,0.0
Any,Any,-0.75,0.65,0.00015
Any,Any,-0.75,0.75,0.00022
Any,Any,-0.75,0.85,0.00041
Any,Any,-0.75,0.95,0.00059
Any,Any,-0.75,1.05,0.00288
Any,Any,-0.75,1.15,0.01272
Any,Any,-0.75,1.25,0.04975
Any,Any,-0.75,1.35,0.13599
Any,Any,-0.75,1.45,0.27834
Any,Any,-0.75,1.55,0.44822
Any,Any,-0.75,1.65,0.61145
Any,Any,-0.75,1.75,0.72528
Any,Any,-0.75,1.85,0.79783
Any,Any,-0.75,1.95,0.83846
Any,Any,-0.75,2.05,0.8616
Any,Any,-0.75,2.15,0.87116
Any,Any,-0.75,2.25,0.87506
Any,Any,-0.75,2.35,0.87494
Any,Any,-0.75,2.45,0.87407
Any,Any,-0.75,2.55,0.86726
Any,Any,-0.75,2.65,0.85261
Any,Any,-0.75,2.75,0.83323
Any,Any,-0.75,2.85,0.80846
Any,Any,-0.75,2.95,0.77388
Any,Any,-0.75,3.05,0.71985
Any,Any,-0.75,3.15,0.63668
Any,Any,-0.75,3.25,0.52
Any,Any,-0.75,3.35,0.37089
Any,Any,-0.75,3.45,0.22698
Any,Any,-0.75,3.55,0.11781
Any,Any,-0.75,3.65,0.05012
Any,Any,-0.75,3.75,0.01773
Any,Any,-0.75,3.85,0.00485
Any,Any,-0.75,3.95,0.00151
Any,Any,-0.75,4.05,0.00096
Any,Any,-0.75,4.15,0.00071
Any,Any,-0.75,4.25,0.00056
Any,Any,-0.75,4.35,0.00056
Any,Any,-0.75,4.45,0.00037
Any,Any,-0.65,0.55,0.0
Any,Any,-0.65,0.65,0.0
Any,Any,-0.65,0.75,1e-04
Any,Any,-0.65,0.85,0.00022
Any,Any,-0.65,0.95,0.00054
Any,Any,-0.65,1.05,0.0031
Any,Any,-0.65,1.15,0.01513
Any,Any,-0.65,1.25,0.05944
Any,Any,-0.65,1.35,0.1613
Any,Any,-0.65,1.45,0.32768
Any,Any,-0.65,1.55,0.52007
Any,Any,-0.65,1.65,0.69857
Any,Any,-0.65,1.75,0.81975
Any,Any,-0.65,1.85,0.88951
Any,Any,-0.65,1.95,0.92401
Any,Any,-0.65,2.05,0.9412
Any,Any,-0.65,2.15,0.94915
Any,Any,-0.65,2.25,0.95567
Any,Any,-0.65,2.35,0.95789
Any,Any,-0.65,2.45,0.95838
Any,Any,-0.65,2.55,0.95521
Any,Any,-0.65,2.65,0.95066
Any,Any,-0.65,2.75,0.94251
Any,Any,-0.65,2.85,0.9266
Any,Any,-0.65,2.95,0.9019
Any,Any,-0.65,3.05,0.86114
Any,Any,-0.65,3.15,0.79111
Any,Any,-0.65,3.25,0.67204
Any,Any,-0.65,3.35,0.50395
Any,Any,-0.65,3.45,0.32374
Any,Any,-0.65,3.55,0.17726
Any,Any,-0.65,3.65,0.0777
Any,Any,-0.65,3.75,0.02738
Any,Any,-0.65,3.85,0.00776
Any,Any,-0.65,3.95,0.0023
Any,Any,-0.65,4.05,0.00123
Any,Any,-0.65,4.15,0.0009
Any,Any,-0.65,4.25,0.00062
Any,Any,-0.65,4.35,0.00053
Any,Any,-0.65,4.45,0.00035
Any,Any,-0.55,0.55,0.0
Any,Any,-0.55,0.65,0.0
Any,Any,-0.55,0.75,0.0
Any,Any,-0.55,0.85,0.0
Any,Any,-0.55,0.95,0.00033
Any,Any,-0.55,1.05,0.00331
Any,Any,-0.55,1.15,0.01824
Any,Any,-0.55,1.25,0.06699
Any,Any,-0.55,1.35,0.17672
Any,Any,-0.55,1.45,0.35665
Any,Any,-0.55,1.55,0.56548
Any,Any,-0.55,1.65,0.74764
Any,Any,-0.55,1.75,0.86631
Any,Any,-0.55,1.85,0.9289
Any,Any,-0.55,1.95,0.95991
Any,Any,-0.55,2.05,0.9742
Any,Any,-0.55,2.15,0.98193
Any,Any,-0.55,2.25,0.98576
Any,Any,-0.55,2.35,0.98713
Any,Any,-0.55,2.45,0.98742
Any,Any,-0.55,2.55,0.98763
Any,Any,-0.55,2.65,0.98676
Any,Any,-0.55,2.75,0.98411
Any,Any,-0.55,2.85,0.97689
Any,Any,-0.55,2.95,0.96359
Any,Any,-0.55,3.05,0.93781
Any,Any,-0.55,3.15,0.88363
Any,Any,-0.55,3.25,0.7766
Any,Any,-0.55,3.35,0.60803
Any,Any,-0.55,3.45,0.40847
Any,Any,-0.55,3.55,0.23282
Any,Any,-0.55,3.65,0.10575
Any,Any,-0.55,3.75,0.03889
Any,Any,-0.55,3.85,0.01071
Any,Any,-0.55,3.95,0.00313
Any,Any,-0.55,4.05,0.00125
Any,Any,-0.55,4.15,0.00058
Any,Any,-0.55,4.25,0.00043
Any,Any,-0.55,4.35,0.0002
Any,Any,-0.55,4.45,0.00017
Any,Any,-0.45,0.55,0.0
Any,Any,-0.45,0.65,0.0
Any,Any,-0.45,0.75,0.0
Any,Any,-0.45,0.85,0.0
Any,Any,-0.45,0.95,0.00026
Any,Any,-0.45,1.05,0.00312
Any,Any,-0.45,1.15,0.019
Any,Any,-0.45,1.25,0.06896
Any,Any,-0.45,1.35,0.18275
Any,Any,-0.45,1.45,0.37294
Any,Any,-0.45,1.55,0.58936
Any,Any,-0.45,1.65,0.773
Any,Any,-0.45,1.75,0.88843
Any,Any,-0.45,1.85,0.94707
Any,Any,-0.45,1.95,0.97459
Any,Any,-0.45,2.05,0.98593
Any,Any,-0.45,2.15,0.99227
Any,Any,-0.45,2.25,0.99491
Any,Any,-0.45,2.35,0.99653
Any,Any,-0.45,2.45,0.99669
Any,Any,-0.45,2.55,0.99698
Any,Any,-0.45,2.65,0.99669
Any,Any,-0.45,2.75,0.99588
Any,Any,-0.45,2.85,0.99284
Any,Any,-0.45,2.95,0.98501
Any,Any,-0.45,3.05,0.96791
Any,Any,-0.45,3.15,0.924
Any,Any,-0.45,3.25,0.83237
Any,Any,-0.45,3.35,0.67429
Any,Any,-0.45,3.45,0.47244
Any,Any,-0.45,3.55,0.27342
Any,Any,-0.45,3.65,0.12686
Any,Any,-0.45,3.75,0.04619
Any,Any,-0.45,3.85,0.01253
Any,Any,-0.45,3.95,0.00392
Any,Any,-0.45,4.05,0.00098
Any,Any,-0.45,4.15,0.00056
Any,Any,-0.45,4.25,0.00041
Any,Any,-0.45,4.35,0.00029
Any,Any,-0.45,4.45,0.00016
Any,Any,-0.35,0.55,0.0
Any,Any,-0.35,0.65,0.0
Any,Any,-0.35,0.75,0.0
Any,Any,-0.35,0.85,6e-05
Any,Any,-0.35,0.95,0.00034
Any,Any,-0.35,1.05,0.0033
Any,Any,-0.35,1.15,0.01924
Any,Any,-0.35,1.25,0.07186
Any,Any,-0.35,1.35,0.189
Any,Any,-0.35,1.45,0.38401
Any,Any,-0.35,1.55,0.60405
Any,Any,-0.35,1.65,0.78899
Any,Any,-0.35,1.75,0.90108
Any,Any,-0.35,1.85,0.95667
Any,Any,-0.35,1.95,0.98093
Any,Any,-0.35,2.05,0.9908
Any,Any,-0.35,2.15,0.99563
Any,Any,-0.35,2.25,0.99782
Any,Any,-0.35,2.35,0.99873
Any,Any,-0.35,2.45,0.99896
Any,Any,-0.35,2.55,0.99911
Any,Any,-0.35,2.65,0.99898
Any,Any,-0.35,2.75,0.99852
Any,Any,-0.35,2.85,0.99692
Any,Any,-0.35,2.95,0.99231
Any,Any,-0.35,3.05,0.98008
Any,Any,-0.35,3.15,0.94321
Any,Any,-0.35,3.25,0.86159
Any,Any,-0.35,3.35,0.7098
Any,Any,-0.35,3.45,0.50896
Any,Any,-0.35,3.55,0.30236
Any,Any,-0.35,3.65,0.14389
Any,Any,-0.35,3.75,0.05273
Any,Any,-0.35,3.85,0.0146
Any,Any,-0.35,3.95,0.0044
Any,Any,-0.35,4.05,0.00104
Any,Any,-0.35,4.15,0.00056
Any,Any,-0.35,4.25,0.00032
Any,Any,-0.35,4.35,0.00019
Any,Any,-0.35,4.45,0.00016
Any,Any,-0.25,0.55,0.0
Any,Any,-0.25,0.65,0.0
Any,Any,-0.25,0.75,0.0
Any,Any,-0.25,0.85,6e-05
Any,Any,-0.25,0.95,0.00042
Any,Any,-0.25,1.05,0.00329
Any,Any,-0.25,1.15,0.01881
Any,Any,-0.25,1.25,0.07399
Any,Any,-0.25,1.35,0.19278
Any,Any,-0.25,1.45,0.38893
Any,Any,-0.25,1.55,0.61095
Any,Any,-0.25,1.65,0.79688
Any,Any,-0.25,1.75,0.90952
Any,Any,-0.25,1.85,0.96349
Any,Any,-0.25,1.95,0.98537
Any,Any,-0.25,2.05,0.99405
Any,Any,-0.25,2.15,0.99731
Any,Any,-0.25,2.25,0.99893
Any,Any,-0.25,2.35,0.99949
Any,Any,-0.25,2.45,0.99969
Any,Any,-0.25,2.55,0.99964
Any,Any,-0.25,2.65,0.99946
Any,Any,-0.25,2.75,0.9993
Any,Any,-0.25,2.85,0.99829
Any,Any,-0.25,2.95,0.99536
Any,Any,-0.25,3.05,0.98485
Any,Any,-0.25,3.15,0.95169
Any,Any,-0.25,3.25,0.87496
