count,stand,plate_x,plate_z,called_strike_rate
1-0,L,-0.55,2.75,0.99335
1-0,L,-0.55,2.85,0.99
1-0,L,-0.55,2.95,0.98229
1-0,L,-0.55,3.05,0.96584
1-0,L,-0.55,3.15,0.92519
1-0,L,-0.55,3.25,0.83802
1-0,L,-0.55,3.35,0.68169
1-0,L,-0.55,3.45,0.47472
1-0,L,-0.55,3.55,0.26989
1-0,L,-0.55,3.65,0.11957
1-0,L,-0.55,3.75,0.0399
1-0,L,-0.55,3.85,0.015
1-0,L,-0.55,3.95,0.00371
1-0,L,-0.55,4.05,-0.0
1-0,L,-0.55,4.15,-0.0
1-0,L,-0.55,4.25,-0.0
1-0,L,-0.55,4.35,-0.0
1-0,L,-0.55,4.45,-0.0
1-0,L,-0.45,0.55,0.0
1-0,L,-0.45,0.65,0.0
1-0,L,-0.45,0.75,0.0
1-0,L,-0.45,0.85,0.0
1-0,L,-0.45,0.95,0.00093
1-0,L,-0.45,1.05,0.00727
1-0,L,-0.45,1.15,0.03269
1-0,L,-0.45,1.25,0.11771
1-0,L,-0.45,1.35,0.26053
1-0,L,-0.45,1.45,0.49062
1-0,L,-0.45,1.55,0.70583
1-0,L,-0.45,1.65,0.86079
1-0,L,-0.45,1.75,0.9471
1-0,L,-0.45,1.85,0.9797
1-0,L,-0.45,1.95,0.99065
1-0,L,-0.45,2.05,0.99333
1-0,L,-0.45,2.15,0.99568
1-0,L,-0.45,2.25,0.99779
1-0,L,-0.45,2.35,0.99887
1-0,L,-0.45,2.45,0.99804
1-0,L,-0.45,2.55,0.99753
1-0,L,-0.45,2.65,0.99745
1-0,L,-0.45,2.75,0.99828
1-0,L,-0.45,2.85,0.99677
1-0,L,-0.45,2.95,0.99259
1-0,L,-0.45,3.05,0.98092
1-0,L,-0.45,3.15,0.94635
1-0,L,-0.45,3.25,0.87243
1-0,L,-0.45,3.35,0.72512
1-0,L,-0.45,3.45,0.52991
1-0,L,-0.45,3.55,0.30601
1-0,L,-0.45,3.65,0.14695
1-0,L,-0.45,3.75,0.04812
1-0,L,-0.45,3.85,0.02066
1-0,L,-0.45,3.95,0.00771
1-0,L,-0.45,4.05,-0.0
1-0,L,-0.45,4.15,-0.0
1-0,L,-0.45,4.25,-0.0
1-0,L,-0.45,4.35,-0.0
1-0,L,-0.45,4.45,-0.0
1-0,L,-0.35,0.55,0.0
1-0,L,-0.35,0.65,0.0
1-0,L,-0.35,0.75,0.0
1-0,L,-0.35,0.85,0.0
1-0,L,-0.35,0.95,0.00087
1-0,L,-0.35,1.05,0.00774
1-0,L,-0.35,1.15,0.03743
1-0,L,-0.35,1.25,0.1159
1-0,L,-0.35,1.35,0.26467
1-0,L,-0.35,1.45,0.48788
1-0,L,-0.35,1.55,0.71283
1-0,L,-0.35,1.65,0.86838
1-0,L,-0.35,1.75,0.94731
1-0,L,-0.35,1.85,0.97952
1-0,L,-0.35,1.95,0.99212
1-0,L,-0.35,2.05,0.99633
1-0,L,-0.35,2.15,0.9985
1-0,L,-0.35,2.25,0.99884
1-0,L,-0.35,2.35,0.9996
1-0,L,-0.35,2.45,0.99917
1-0,L,-0.35,2.55,0.99868
1-0,L,-0.35,2.65,0.99863
1-0,L,-0.35,2.75,0.99905
1-0,L,-0.35,2.85,0.99848
1-0,L,-0.35,2.95,0.99445
1-0,L,-0.35,3.05,0.98625
1-0,L,-0.35,3.15,0.96236
1-0,L,-0.35,3.25,0.89193
1-0,L,-0.35,3.35,0.75098
1-0,L,-0.35,3.45,0.54821
1-0,L,-0.35,3.55,0.33232
1-0,L,-0.35,3.65,0.16557
1-0,L,-0.35,3.75,0.05958
1-0,L,-0.35,3.85,0.02194
1-0,L,-0.35,3.95,0.0076
1-0,L,-0.35,4.05,0.00154
1-0,L,-0.35,4.15,-0.0
1-0,L,-0.35,4.25,-0.0
1-0,L,-0.35,4.35,-0.0
1-0,L,-0.35,4.45,-0.0
1-0,L,-0.25,0.55,0.0
1-0,L,-0.25,0.65,0.0
1-0,L,-0.25,0.75,0.0
1-0,L,-0.25,0.85,0.0
1-0,L,-0.25,0.95,0.00166
1-0,L,-0.25,1.05,0.00558
1-0,L,-0.25,1.15,0.03717
1-0,L,-0.25,1.25,0.11883
1-0,L,-0.25,1.35,0.26432
1-0,L,-0.25,1.45,0.48225
1-0,L,-0.25,1.55,0.70322
1-0,L,-0.25,1.65,0.86018
1-0,L,-0.25,1.75,0.94731
1-0,L,-0.25,1.85,0.97971
1-0,L,-0.25,1.95,0.99354
1-0,L,-0.25,2.05,0.99804
1-0,L,-0.25,2.15,1.0
1-0,L,-0.25,2.25,1.0
1-0,L,-0.25,2.35,1.0
1-0,L,-0.25,2.45,1.0
1-0,L,-0.25,2.55,1.0
1-0,L,-0.25,2.65,0.99951
1-0,L,-0.25,2.75,0.99946
1-0,L,-0.25,2.85,0.99827
1-0,L,-0.25,2.95,0.9962
1-0,L,-0.25,3.05,0.9886
1-0,L,-0.25,3.15,0.96014
1-0,L,-0.25,3.25,0.88951
1-0,L,-0.25,3.35,0.75355
1-0,L,-0.25,3.45,0.57907
1-0,L,-0.25,3.55,0.38332
1-0,L,-0.25,3.65,0.20696
1-0,L,-0.25,3.75,0.08114
1-0,L,-0.25,3.85,0.02517
1-0,L,-0.25,3.95,0.0106
1-0,L,-0.25,4.05,0.00318
1-0,L,-0.25,4.15,-0.0
1-0,L,-0.25,4.25,-0.0
1-0,L,-0.25,4.35,-0.0
1-0,L,-0.25,4.45,-0.0
1-0,L,-0.15,0.55,0.0
1-0,L,-0.15,0.65,0.0
1-0,L,-0.15,0.75,0.0
1-0,L,-0.15,0.85,0.0
1-0,L,-0.15,0.95,0.0008
1-0,L,-0.15,1.05,0.00547
1-0,L,-0.15,1.15,0.03632
1-0,L,-0.15,1.25,0.11224
1-0,L,-0.15,1.35,0.25871
1-0,L,-0.15,1.45,0.46922
1-0,L,-0.15,1.55,0.68495
1-0,L,-0.15,1.65,0.84824
1-0,L,-0.15,1.75,0.94023
1-0,L,-0.15,1.85,0.9766
1-0,L,-0.15,1.95,0.99276
1-0,L,-0.15,2.05,0.99831
1-0,L,-0.15,2.15,1.0
1-0,L,-0.15,2.25,1.0
1-0,L,-0.15,2.35,1.0
1-0,L,-0.15,2.45,1.0
1-0,L,-0.15,2.55,1.0
1-0,L,-0.15,2.65,0.99946
1-0,L,-0.15,2.75,0.99941
1-0,L,-0.15,2.85,0.99813
1-0,L,-0.15,2.95,0.99594
1-0,L,-0.15,3.05,0.98828
1-0,L,-0.15,3.15,0.96176
1-0,L,-0.15,3.25,0.89119
1-0,L,-0.15,3.35,0.75942
1-0,L,-0.15,3.45,0.57429
1-0,L,-0.15,3.55,0.39744
1-0,L,-0.15,3.65,0.21241
1-0,L,-0.15,3.75,0.08827
1-0,L,-0.15,3.85,0.02427
1-0,L,-0.15,3.95,0.00694
1-0,L,-0.15,4.05,0.00323
1-0,L,-0.15,4.15,-0.0
1-0,L,-0.15,4.25,-0.0
1-0,L,-0.15,4.35,-0.0
1-0,L,-0.15,4.45,-0.0
1-0,L,-0.05,0.55,0.0
1-0,L,-0.05,0.65,0.0
1-0,L,-0.05,0.75,0.0
1-0,L,-0.05,0.85,0.0
1-0,L,-0.05,0.95,0.00077
1-0,L,-0.05,1.05,0.00601
1-0,L,-0.05,1.15,0.0326
1-0,L,-0.05,1.25,0.10893
1-0,L,-0.05,1.35,0.25232
1-0,L,-0.05,1.45,0.46598
1-0,L,-0.05,1.55,0.67703
1-0,L,-0.05,1.65,0.8403
1-0,L,-0.05,1.75,0.93931
1-0,L,-0.05,1.85,0.97583
1-0,L,-0.05,1.95,0.99407
1-0,L,-0.05,2.05,0.99825
1-0,L,-0.05,2.15,1.0
1-0,L,-0.05,2.25,1.0
1-0,L,-0.05,2.35,0.99949
1-0,L,-0.05,2.45,0.99948
1-0,L,-0.05,2.55,0.99944
1-0,L,-0.05,2.65,1.0
1-0,L,-0.05,2.75,1.0
1-0,L,-0.05,2.85,0.99931
1-0,L,-0.05,2.95,0.99926
1-0,L,-0.05,3.05,0.99096
1-0,L,-0.05,3.15,0.96085
1-0,L,-0.05,3.25,0.8914
1-0,L,-0.05,3.35,0.76182
1-0,L,-0.05,3.45,0.58651
1-0,L,-0.05,3.55,0.41357
1-0,L,-0.05,3.65,0.22335
1-0,L,-0.05,3.75,0.09261
1-0,L,-0.05,3.85,0.02639
1-0,L,-0.05,3.95,0.00909
1-0,L,-0.05,4.05,0.00183
1-0,L,-0.05,4.15,0.0
1-0,L,-0.05,4.25,0.0
1-0,L,-0.05,4.35,0.0
1-0,L,-0.05,4.45,0.0
1-0,L,0.05,0.55,0.0
1-0,L,0.05,0.65,0.0
1-0,L,0.05,0.75,0.0
1-0,L,0.05,0.85,0.0
1-0,L,0.05,0.95,0.0
1-0,L,0.05,1.05,0.00611
1-0,L,0.05,1.15,0.02861
1-0,L,0.05,1.25,0.09781
1-0,L,0.05,1.35,0.23743
1-0,L,0.05,1.45,0.4469
1-0,L,0.05,1.55,0.66207
1-0,L,0.05,1.65,0.83025
1-0,L,0.05,1.75,0.9339
1-0,L,0.05,1.85,0.97566
1-0,L,0.05,1.95,0.99415
1-0,L,0.05,2.05,0.99859
1-0,L,0.05,2.15,1.0
1-0,L,0.05,2.25,1.0
1-0,L,0.05,2.35,0.99945
1-0,L,0.05,2.45,0.99884
1-0,L,0.05,2.55,0.99874
1-0,L,0.05,2.65,0.99933
1-0,L,0.05,2.75,0.99929
1-0,L,0.05,2.85,0.99775
1-0,L,0.05,2.95,0.99436
1-0,L,0.05,3.05,0.98942
1-0,L,0.05,3.15,0.96827
1-0,L,0.05,3.25,0.90782
1-0,L,0.05,3.35,0.76763
1-0,L,0.05,3.45,0.58841
1-0,L,0.05,3.55,0.40281
1-0,L,0.05,3.65,0.2161
1-0,L,0.05,3.75,0.07749
1-0,L,0.05,3.85,0.01801
1-0,L,0.05,3.95,0.00318
1-0,L,0.05,4.05,0.0
1-0,L,0.05,4.15,0.0
1-0,L,0.05,4.25,0.0
1-0,L,0.05,4.35,0.0
1-0,L,0.05,4.45,0.0
1-0,L,0.15,0.55,0.0
1-0,L,0.15,0.65,0.0
1-0,L,0.15,0.75,0.0
1-0,L,0.15,0.85,0.0
1-0,L,0.15,0.95,0.0016
1-0,L,0.15,1.05,0.00613
1-0,L,0.15,1.15,0.0285
1-0,L,0.15,1.25,0.08936
1-0,L,0.15,1.35,0.22076
1-0,L,0.15,1.45,0.42514
1-0,L,0.15,1.55,0.64709
1-0,L,0.15,1.65,0.81892
1-0,L,0.15,1.75,0.92557
1-0,L,0.15,1.85,0.97536
1-0,L,0.15,1.95,0.99369
1-0,L,0.15,2.05,0.99899
1-0,L,0.15,2.15,0.99947
1-0,L,0.15,2.25,1.0
1-0,L,0.15,2.35,0.9994
1-0,L,0.15,2.45,0.99873
1-0,L,0.15,2.55,0.99863
1-0,L,0.15,2.65,0.99926
1-0,L,0.15,2.75,0.9992
1-0,L,0.15,2.85,0.99831
1-0,L,0.15,2.95,0.99387
1-0,L,0.15,3.05,0.98866
1-0,L,0.15,3.15,0.96527
1-0,L,0.15,3.25,0.90838
1-0,L,0.15,3.35,0.7621
1-0,L,0.15,3.45,0.59744
1-0,L,0.15,3.55,0.38042
1-0,L,0.15,3.65,0.20049
1-0,L,0.15,3.75,0.06977
1-0,L,0.15,3.85,0.02594
1-0,L,0.15,3.95,0.00976
1-0,L,0.15,4.05,0.00202
1-0,L,0.15,4.15,-0.0
1-0,L,0.15,4.25,-0.0
1-0,L,0.15,4.35,-0.0
1-0,L,0.15,4.45,-0.0
1-0,L,0.25,0.55,0.0
1-0,L,0.25,0.65,0.0
1-0,L,0.25,0.75,0.0
1-0,L,0.25,0.85,0.00103
1-0,L,0.25,0.95,0.00254
1-0,L,0.25,1.05,0.00644
1-0,L,0.25,1.15,0.02393
1-0,L,0.25,1.25,0.07668
1-0,L,0.25,1.35,0.20323
1-0,L,0.25,1.45,0.39227
1-0,L,0.25,1.55,0.61557
1-0,L,0.25,1.65,0.79481
1-0,L,0.25,1.75,0.91525
1-0,L,0.25,1.85,0.97549
1-0,L,0.25,1.95,0.99087
1-0,L,0.25,2.05,0.99676
1-0,L,0.25,2.15,0.99663
1-0,L,0.25,2.25,0.99883
1-0,L,0.25,2.35,0.99876
1-0,L,0.25,2.45,0.99726
1-0,L,0.25,2.55,0.99774
1-0,L,0.25,2.65,0.99677
1-0,L,0.25,2.75,0.99747
1-0,L,0.25,2.85,0.99561
1-0,L,0.25,2.95,0.9902
1-0,L,0.25,3.05,0.98293
1-0,L,0.25,3.15,0.96412
1-0,L,0.25,3.25,0.90644
1-0,L,0.25,3.35,0.77705
1-0,L,0.25,3.45,0.59538
1-0,L,0.25,3.55,0.37051
1-0,L,0.25,3.65,0.18325
1-0,L,0.25,3.75,0.06351
1-0,L,0.25,3.85,0.02239
1-0,L,0.25,3.95,0.00861
1-0,L,0.25,4.05,0.00214
1-0,L,0.25,4.15,-0.0
1-0,L,0.25,4.25,-0.0
1-0,L,0.25,4.35,-0.0
1-0,L,0.25,4.45,-0.0
1-0,L,0.35,0.55,0.0
1-0,L,0.35,0.65,0.0
1-0,L,0.35,0.75,0.0
1-0,L,0.35,0.85,0.00107
1-0,L,0.35,0.95,0.00263
1-0,L,0.35,1.05,0.006
1-0,L,0.35,1.15,0.02124
1-0,L,0.35,1.25,0.06377
1-0,L,0.35,1.35,0.17807
1-0,L,0.35,1.45,0.36474
1-0,L,0.35,1.55,0.5945
1-0,L,0.35,1.65,0.78156
1-0,L,0.35,1.75,0.89655
1-0,L,0.35,1.85,0.96364
1-0,L,0.35,1.95,0.98033
1-0,L,0.35,2.05,0.99169
1-0,L,0.35,2.15,0.99245
1-0,L,0.35,2.25,0.997
1-0,L,0.35,2.35,0.99685
1-0,L,0.35,2.45,0.99655
1-0,L,0.35,2.55,0.99772
1-0,L,0.35,2.65,0.99665
1-0,L,0.35,2.75,0.99471
1-0,L,0.35,2.85,0.99179
1-0,L,0.35,2.95,0.98818
1-0,L,0.35,3.05,0.9722
1-0,L,0.35,3.15,0.94334
1-0,L,0.35,3.25,0.86934
1-0,L,0.35,3.35,0.73566
1-0,L,0.35,3.45,0.55273
1-0,L,0.35,3.55,0.33596
1-0,L,0.35,3.65,0.1625
1-0,L,0.35,3.75,0.06562
1-0,L,0.35,3.85,0.0303
1-0,L,0.35,3.95,0.01701
1-0,L,0.35,4.05,0.00482
1-0,L,0.35,4.15,0.0
1-0,L,0.35,4.25,0.0
1-0,L,0.35,4.35,0.0
1-0,L,0.35,4.45,0.0
1-0,L,0.45,0.55,0.0
1-0,L,0.45,0.65,0.0
1-0,L,0.45,0.75,0.0
1-0,L,0.45,0.85,0.00113
1-0,L,0.45,0.95,0.00093
1-0,L,0.45,1.05,0.00395
1-0,L,0.45,1.15,0.01445
1-0,L,0.45,1.25,0.05012
1-0,L,0.45,1.35,0.15436
1-0,L,0.45,1.45,0.32149
1-0,L,0.45,1.55,0.54803
1-0,L,0.45,1.65,0.7371
1-0,L,0.45,1.75,0.86084
1-0,L,0.45,1.85,0.9338
1-0,L,0.45,1.95,0.96037
1-0,L,0.45,2.05,0.97803
1-0,L,0.45,2.15,0.98374
1-0,L,0.45,2.25,0.98997
1-0,L,0.45,2.35,0.99089
1-0,L,0.45,2.45,0.99075
1-0,L,0.45,2.55,0.99137
1-0,L,0.45,2.65,0.9897
1-0,L,0.45,2.75,0.98564
1-0,L,0.45,2.85,0.97972
1-0,L,0.45,2.95,0.97533
1-0,L,0.45,3.05,0.94927
1-0,L,0.45,3.15,0.90966
1-0,L,0.45,3.25,0.82051
1-0,L,0.45,3.35,0.6988
1-0,L,0.45,3.45,0.50904
1-0,L,0.45,3.55,0.33102
1-0,L,0.45,3.65,0.16279
1-0,L,0.45,3.75,0.06416
1-0,L,0.45,3.85,0.02456
1-0,L,0.45,3.95,0.01293
1-0,L,0.45,4.05,0.00542
1-0,L,0.45,4.15,-0.0
1-0,L,0.45,4.25,-0.0
1-0,L,0.45,4.35,-0.0
1-0,L,0.55,0.55,0.0
1-0,L,0.55,0.65,0.0
1-0,L,0.55,0.75,0.0
1-0,L,0.55,0.85,0.0
1-0,L,0.55,0.95,0.00101
1-0,L,0.55,1.05,0.00257
1-0,L,0.55,1.15,0.00995
1-0,L,0.55,1.25,0.0362
1-0,L,0.55,1.35,0.11524
1-0,L,0.55,1.45,0.27375
1-0,L,0.55,1.55,0.48266
1-0,L,0.55,1.65,0.67066
1-0,L,0.55,1.75,0.79164
1-0,L,0.55,1.85,0.87904
1-0,L,0.55,1.95,0.9238
1-0,L,0.55,2.05,0.94883
1-0,L,0.55,2.15,0.95791
1-0,L,0.55,2.25,0.96187
1-0,L,0.55,2.35,0.96409
1-0,L,0.55,2.45,0.96855
1-0,L,0.55,2.55,0.97211
1-0,L,0.55,2.65,0.97314
1-0,L,0.55,2.75,0.96789
1-0,L,0.55,2.85,0.95284
1-0,L,0.55,2.95,0.94088
1-0,L,0.55,3.05,0.90126
1-0,L,0.55,3.15,0.84564
1-0,L,0.55,3.25,0.73472
1-0,L,0.55,3.35,0.60875
1-0,L,0.55,3.45,0.45286
1-0,L,0.55,3.55,0.29429
1-0,L,0.55,3.65,0.14939
1-0,L,0.55,3.75,0.0605
1-0,L,0.55,3.85,0.02439
1-0,L,0.55,3.95,0.01279
1-0,L,0.55,4.05,0.00647
1-0,L,0.55,4.15,-0.0
1-0,L,0.55,4.25,-0.0
1-0,L,0.55,4.35,-0.0
1-0,L,0.65,0.55,0.0
1-0,L,0.65,0.65,0.0
1-0,L,0.65,0.75,0.0
1-0,L,0.65,0.85,0.0
1-0,L,0.65,0.95,0.00106
1-0,L,0.65,1.05,0.0018
1-0,L,0.65,1.15,0.00411
1-0,L,0.65,1.25,0.02437
1-0,L,0.65,1.35,0.08187
1-0,L,0.65,1.45,0.20564
1-0,L,0.65,1.55,0.38262
1-0,L,0.65,1.65,0.54994
1-0,L,0.65,1.75,0.68573
1-0,L,0.65,1.85,0.77595
1-0,L,0.65,1.95,0.83881
1-0,L,0.65,2.05,0.86466
1-0,L,0.65,2.15,0.881
1-0,L,0.65,2.25,0.89298
1-0,L,0.65,2.35,0.90249
1-0,L,0.65,2.45,0.9132
1-0,L,0.65,2.55,0.90625
1-0,L,0.65,2.65,0.89939
1-0,L,0.65,2.75,0.88879
1-0,L,0.65,2.85,0.87097
1-0,L,0.65,2.95,0.84583
1-0,L,0.65,3.05,0.80064
1-0,L,0.65,3.15,0.74567
1-0,L,0.65,3.25,0.65212
1-0,L,0.65,3.35,0.52571
1-0,L,0.65,3.45,0.37155
1-0,L,0.65,3.55,0.23737
1-0,L,0.65,3.65,0.12269
1-0,L,0.65,3.75,0.05039
1-0,L,0.65,3.85,0.0162
1-0,L,0.65,3.95,0.00292
1-0,L,0.65,4.05,0.00741
1-0,L,0.65,4.15,0.0041
1-0,L,0.65,4.25,0.00532
1-0,L,0.65,4.35,0.0
1-0,L,0.75,0.55,0.0
1-0,L,0.75,0.65,0.0
1-0,L,0.75,0.75,0.0
1-0,L,0.75,0.85,0.0
1-0,L,0.75,0.95,0.00118
1-0,L,0.75,1.05,0.00202
1-0,L,0.75,1.15,0.00273
1-0,L,0.75,1.25,0.01929
1-0,L,0.75,1.35,0.05446
1-0,L,0.75,1.45,0.13937
1-0,L,0.75,1.55,0.27645
1-0,L,0.75,1.65,0.40714
1-0,L,0.75,1.75,0.52871
1-0,L,0.75,1.85,0.6119
1-0,L,0.75,1.95,0.67995
1-0,L,0.75,2.05,0.71761
1-0,L,0.75,2.15,0.7449
1-0,L,0.75,2.25,0.76832
1-0,L,0.75,2.35,0.77844
1-0,L,0.75,2.45,0.78521
1-0,L,0.75,2.55,0.7698
1-0,L,0.75,2.65,0.75089
1-0,L,0.75,2.75,0.73791
1-0,L,0.75,2.85,0.71636
1-0,L,0.75,2.95,0.69164
1-0,L,0.75,3.05,0.64238
1-0,L,0.75,3.15,0.58495
1-0,L,0.75,3.25,0.4994
1-0,L,0.75,3.35,0.38115
1-0,L,0.75,3.45,0.26355
1-0,L,0.75,3.55,0.16145
1-0,L,0.75,3.65,0.08801
1-0,L,0.75,3.75,0.03838
1-0,L,0.75,3.85,0.00794
1-0,L,0.75,3.95,-0.0
1-0,L,0.75,4.05,0.00433
1-0,L,0.75,4.15,0.00513
1-0,L,0.75,4.25,0.00649
1-0,L,0.75,4.35,-0.0
1-0,L,0.85,0.55,0.0
1-0,L,0.85,0.65,0.0
1-0,L,0.85,0.75,0.0
1-0,L,0.85,0.85,0.0
1-0,L,0.85,0.95,0.0
1-0,L,0.85,1.05,0.00111
1-0,L,0.85,1.15,0.00097
1-0,L,0.85,1.25,0.00968
1-0,L,0.85,1.35,0.02651
1-0,L,0.85,1.45,0.07075
1-0,L,0.85,1.55,0.15837
1-0,L,0.85,1.65,0.24444
1-0,L,0.85,1.75,0.3306
1-0,L,0.85,1.85,0.39638
1-0,L,0.85,1.95,0.46286
1-0,L,0.85,2.05,0.50204
1-0,L,0.85,2.15,0.53465
1-0,L,0.85,2.25,0.55538
1-0,L,0.85,2.35,0.5631
1-0,L,0.85,2.45,0.5682
1-0,L,0.85,2.55,0.55095
1-0,L,0.85,2.65,0.54047
1-0,L,0.85,2.75,0.51406
1-0,L,0.85,2.85,0.50983
1-0,L,0.85,2.95,0.48715
1-0,L,0.85,3.05,0.45056
1-0,L,0.85,3.15,0.39647
1-0,L,0.85,3.25,0.32893
1-0,L,0.85,3.35,0.23008
1-0,L,0.85,3.45,0.14094
1-0,L,0.85,3.55,0.07763
1-0,L,0.85,3.65,0.04095
1-0,L,0.85,3.75,0.02133
1-0,L,0.85,3.85,0.00576
1-0,L,0.85,3.95,0.0
1-0,L,0.85,4.05,0.00495
1-0,L,0.85,4.15,0.00602
1-0,L,0.85,4.25,0.00719
1-0,L,0.85,4.35,0.0
1-0,L,0.95,0.55,0.0
1-0,L,0.95,0.65,0.0
1-0,L,0.95,0.75,0.0
1-0,L,0.95,0.85,0.0
1-0,L,0.95,0.95,0.0
1-0,L,0.95,1.05,0.0013
1-0,L,0.95,1.15,0.00225
1-0,L,0.95,1.25,0.00497
1-0,L,0.95,1.35,0.01199
1-0,L,0.95,1.45,0.03036
1-0,L,0.95,1.55,0.07167
1-0,L,0.95,1.65,0.12407
1-0,L,0.95,1.75,0.16948
1-0,L,0.95,1.85,0.207
1-0,L,0.95,1.95,0.24906
1-0,L,0.95,2.05,0.27799
1-0,L,0.95,2.15,0.31165
1-0,L,0.95,2.25,0.31371
1-0,L,0.95,2.35,0.32719
1-0,L,0.95,2.45,0.32228
1-0,L,0.95,2.55,0.31421
1-0,L,0.95,2.65,0.30175
1-0,L,0.95,2.75,0.28142
1-0,L,0.95,2.85,0.29977
1-0,L,0.95,2.95,0.27924
1-0,L,0.95,3.05,0.25843
1-0,L,0.95,3.15,0.20833
1-0,L,0.95,3.25,0.16077
1-0,L,0.95,3.35,0.10631
1-0,L,0.95,3.45,0.05293
1-0,L,0.95,3.55,0.03376
1-0,L,0.95,3.65,0.01768
1-0,L,0.95,3.75,0.00804
1-0,L,0.95,3.85,-0.0
1-0,L,0.95,3.95,-0.0
1-0,L,0.95,4.05,-0.0
1-0,L,0.95,4.15,-0.0
1-0,L,0.95,4.25,-0.0
1-0,L,1.05,0.55,0.0
1-0,L,1.05,0.65,0.0
1-0,L,1.05,0.75,0.0
1-0,L,1.05,0.85,0.0
1-0,L,1.05,0.95,0.0
1-0,L,1.05,1.05,0.0
1-0,L,1.05,1.15,0.00131
1-0,L,1.05,1.25,0.00231
1-0,L,1.05,1.35,0.00425
1-0,L,1.05,1.45,0.00683
1-0,L,1.05,1.55,0.01919
1-0,L,1.05,1.65,0.03504
1-0,L,1.05,1.75,0.05662
1-0,L,1.05,1.85,0.082
1-0,L,1.05,1.95,0.09853
1-0,L,1.05,2.05,0.10741
1-0,L,1.05,2.15,0.11975
1-0,L,1.05,2.25,0.13197
1-0,L,1.05,2.35,0.14464
1-0,L,1.05,2.45,0.13855
1-0,L,1.05,2.55,0.12748
1-0,L,1.05,2.65,0.12429
1-0,L,1.05,2.75,0.11827
1-0,L,1.05,2.85,0.12879
1-0,L,1.05,2.95,0.11711
1-0,L,1.05,3.05,0.10541
1-0,L,1.05,3.15,0.08385
1-0,L,1.05,3.25,0.05772
1-0,L,1.05,3.35,0.0407
1-0,L,1.05,3.45,0.02101
1-0,L,1.05,3.55,0.01253
1-0,L,1.05,3.65,0.00294
1-0,L,1.05,3.75,0.0
1-0,L,1.05,3.85,0.00377
1-0,L,1.05,3.95,0.00457
1-0,L,1.05,4.05,0.00625
1-0,L,1.05,4.15,0.0
1-0,L,1.15,0.55,0.0
1-0,L,1.15,0.65,0.0
1-0,L,1.15,0.75,0.0
1-0,L,1.15,0.85,0.0
1-0,L,1.15,0.95,0.0
1-0,L,1.15,1.05,0.0
1-0,L,1.15,1.15,0.00154
1-0,L,1.15,1.25,0.00137
1-0,L,1.15,1.35,0.00126
1-0,L,1.15,1.45,0.00114
1-0,L,1.15,1.55,0.0066
1-0,L,1.15,1.65,0.01283
1-0,L,1.15,1.75,0.0165
1-0,L,1.15,1.85,0.02188
1-0,L,1.15,1.95,0.02794
1-0,L,1.15,2.05,0.03107
1-0,L,1.15,2.15,0.03647
1-0,L,1.15,2.25,0.03708
1-0,L,1.15,2.35,0.04218
1-0,L,1.15,2.45,0.03636
1-0,L,1.15,2.55,0.02497
1-0,L,1.15,2.65,0.02618
1-0,L,1.15,2.75,0.02731
1-0,L,1.15,2.85,0.04076
1-0,L,1.15,2.95,0.03084
1-0,L,1.15,3.05,0.02593
1-0,L,1.15,3.15,0.01313
1-0,L,1.15,3.25,0.01035
1-0,L,1.15,3.35,0.00704
1-0,L,1.15,3.45,0.00528
1-0,L,1.15,3.55,0.00324
1-0,L,1.15,3.65,-0.0
1-0,L,1.15,3.75,-0.0
1-0,L,1.15,3.85,0.00455
1-0,L,1.15,3.95,0.00532
1-0,L,1.15,4.05,0.0069
1-0,L,1.25,0.55,0.0
1-0,L,1.25,0.65,0.0
1-0,L,1.25,0.75,0.0
1-0,L,1.25,0.85,0.0
1-0,L,1.25,0.95,0.0
1-0,L,1.25,1.05,0.0
1-0,L,1.25,1.15,0.0
1-0,L,1.25,1.25,0.0
1-0,L,1.25,1.35,0.0
1-0,L,1.25,1.45,0.0
1-0,L,1.25,1.55,0.0
1-0,L,1.25,1.65,0.0
1-0,L,1.25,1.75,0.0
1-0,L,1.25,1.85,0.00247
1-0,L,1.25,1.95,0.00348
1-0,L,1.25,2.05,0.00632
1-0,L,1.25,2.15,0.00672
1-0,L,1.25,2.25,0.00699
1-0,L,1.25,2.35,0.00628
1-0,L,1.25,2.45,0.00512
1-0,L,1.25,2.55,0.00408
1-0,L,1.25,2.65,0.0028
1-0,L,1.25,2.75,0.00451
1-0,L,1.25,2.85,0.0078
1-0,L,1.25,2.95,0.00861
1-0,L,1.25,3.05,0.00555
1-0,L,1.25,3.15,0.00223
1-0,L,1.25,3.25,-0.0
1-0,L,1.25,3.35,-0.0
1-0,L,1.25,3.45,-0.0
1-0,L,1.25,3.55,-0.0
1-0,L,1.25,3.65,-0.0
1-0,L,1.25,3.75,-0.0
1-0,L,1.25,3.85,0.00585
1-0,L,1.25,3.95,0.00662
1-0,L,1.25,4.05,0.00806
1-0,L,1.35,0.65,0.0
1-0,L,1.35,0.75,0.0
1-0,L,1.35,0.85,0.0
1-0,L,1.35,0.95,0.0
1-0,L,1.35,1.05,0.0
1-0,L,1.35,1.15,0.0
1-0,L,1.35,1.25,0.0
1-0,L,1.35,1.35,0.0
1-0,L,1.35,1.45,0.0
1-0,L,1.35,1.55,0.0
1-0,L,1.35,1.65,0.0
