person_key,season,effect_per_100,se_per_100,pitches
umpire-427013,2015,-0.63038,0.40346,4000
umpire-427019,2015,1.48142,0.45599,4650
umpire-427044,2015,-0.72628,0.53184,3863
umpire-427053,2015,-0.98,0.50532,4451
umpire-427058,2015,-0.27493,0.53143,3982
umpire-427081,2015,0.50547,0.35002,4149
umpire-427090,2015,-0.65847,0.46171,4242
umpire-427093,2015,1.46059,0.32406,4217
umpire-427095,2015,-0.1037,0.61766,3600
umpire-427099,2015,1.15575,0.41768,4424
umpire-427103,2015,-1.26935,0.32649,4247
umpire-427108,2015,-2.46087,0.32282,3652
umpire-427113,2015,-0.67152,0.47165,4700
umpire-427115,2015,-0.1071,0.45083,2388
umpire-427128,2015,-0.71648,0.49352,4157
umpire-427129,2015,0.37989,0.62105,3037
umpire-427139,2015,2.9322,0.41748,4255
umpire-427144,2015,-1.41938,0.37075,4511
umpire-427156,2015,2.33637,0.41482,4238
umpire-427164,2015,-0.22551,0.37953,4531
umpire-427168,2015,0.30887,0.38167,4474
umpire-427184,2015,-2.33353,0.40584,4458
umpire-427192,2015,1.5554,0.53909,2828
umpire-427197,2015,-0.62113,0.42769,4406
umpire-427206,2015,-0.87876,0.349,3829
umpire-427220,2015,2.59939,0.40115,4757
umpire-427224,2015,0.10459,0.46666,3874
umpire-427229,2015,1.45396,0.42144,4402
umpire-427235,2015,-0.28089,0.48081,3880
umpire-427243,2015,0.27282,0.35672,4520
umpire-427248,2015,1.0938,0.4878,4458
umpire-427261,2015,-1.33583,0.44237,3178
umpire-427269,2015,-0.73059,0.41684,3543
umpire-427286,2015,-0.01031,0.54662,4259
umpire-427292,2015,2.43047,0.43117,4441
umpire-427299,2015,0.17436,0.88517,1560
umpire-427315,2015,-2.59002,0.48817,4136
umpire-427339,2015,-1.43439,0.32674,4919
umpire-427344,2015,3.75472,0.43775,4515
umpire-427361,2015,0.24176,0.56476,3568
umpire-427362,2015,1.11762,0.30367,4701
umpire-427366,2015,1.305,0.5224,3669
umpire-427413,2015,0.32586,0.5133,4010
umpire-427424,2015,-0.26591,0.40026,4633
umpire-427454,2015,-0.90601,0.51707,4291
umpire-427457,2015,-1.19997,0.51382,3892
umpire-427509,2015,0.19314,0.47519,4417
umpire-427520,2015,-0.54079,0.42199,4391
umpire-427533,2015,-1.14624,0.32086,4636
umpire-427534,2015,-0.66791,0.45007,3992
umpire-427537,2015,0.79625,0.40643,4223
umpire-427538,2015,-0.33132,0.50131,5035
umpire-427545,2015,1.31587,0.62783,4177
umpire-427552,2015,0.39313,0.49986,3844
umpire-427554,2015,0.6574,0.31451,4053
umpire-428442,2015,-1.89611,0.44298,3994
umpire-429805,2015,0.12657,0.54821,3675
umpire-431232,2015,0.28816,0.40344,3998
umpire-482608,2015,-1.06295,0.46878,2882
umpire-482620,2015,-1.01353,0.37892,4233
umpire-482631,2015,0.90657,0.61443,4406
umpire-482641,2015,0.86239,0.42728,4313
umpire-482663,2015,-0.59142,0.49776,3955
umpire-482666,2015,0.07485,0.5791,2875
umpire-483561,2015,1.85135,0.49342,4153
umpire-483564,2015,0.32958,0.50946,4427
umpire-483569,2015,1.17266,0.54147,4422
umpire-483630,2015,-0.15625,0.49499,4090
umpire-483912,2015,0.14464,0.5166,4170
umpire-483919,2015,1.46597,0.33202,4001
umpire-484183,2015,-0.00898,0.36978,4639
umpire-484198,2015,0.76488,0.54518,4155
umpire-484499,2015,0.51385,0.50496,4835
umpire-489942,2015,-0.00213,0.59277,2943
umpire-489954,2015,0.54691,0.45303,4383
umpire-489985,2015,1.51041,0.9043,135
umpire-490319,2015,0.24525,0.51741,4523
umpire-503077,2015,1.43307,0.34179,5159
umpire-503470,2015,-1.97453,1.11811,157
umpire-503490,2015,0.47627,0.40675,4071
umpire-503493,2015,-1.68748,0.69484,1743
umpire-503502,2015,-1.47477,0.5405,3097
umpire-503586,2015,-0.67482,0.41255,4217
umpire-504381,2015,1.15746,0.56248,3332
umpire-511890,2015,0.29691,0.52204,3454
umpire-521251,2015,-0.24251,0.51346,3084
umpire-521889,2015,-0.95423,0.84828,565
umpire-524988,2015,-3.67638,0.4809,1970
umpire-544563,2015,-1.46758,0.99805,777
umpire-547380,2015,-2.34851,0.52992,879
umpire-573596,2015,0.72553,0.41629,3195
umpire-573597,2015,-0.49105,0.36236,4715
catcher-150229,2015,-0.46539,0.4126,7434
catcher-408042,2015,-1.28278,0.82265,39
catcher-408242,2015,-0.27702,0.67437,294
catcher-424325,2015,0.91176,0.53322,3250
catcher-425772,2015,2.02661,0.61492,2074
catcher-425784,2015,1.13241,0.40432,6412
catcher-425877,2015,1.40503,0.38561,8829
catcher-425900,2015,-0.31803,0.59954,2441
catcher-430910,2015,0.12627,0.44351,6309
catcher-431145,2015,1.58544,0.38117,7694
catcher-434563,2015,-1.33972,0.37033,6115
catcher-434567,2015,0.86877,0.60568,3864
catcher-435064,2015,1.57127,0.49838,3079
catcher-435263,2015,0.97065,0.33704,8783
catcher-435559,2015,-0.23371,0.34486,8670
catcher-446192,2015,-1.2541,0.84736,67
catcher-446225,2015,-1.1559,1.10101,102
catcher-446308,2015,-0.42304,0.46691,4084
catcher-446653,2015,1.46371,0.65011,2824
catcher-449786,2015,0.44733,0.68102,2595
catcher-450317,2015,-1.31886,0.66582,1279
catcher-451109,2015,-3.73822,0.69759,716
catcher-452095,2015,2.24399,0.43285,7142
catcher-452672,2015,0.62108,0.49154,3949
catcher-454560,2015,-1.14723,0.48221,3621
catcher-455104,2015,1.7559,0.34493,5934
catcher-455117,2015,1.50783,0.5345,5061
catcher-455139,2015,-0.86564,0.48415,5606
catcher-455755,2015,2.2439,0.61903,2785
catcher-456078,2015,-0.34108,0.37045,6163
catcher-456124,2015,-0.35989,0.50593,269
catcher-457454,2015,-1.52959,0.49342,3186
catcher-457574,2015,-0.89793,0.76418,1076
catcher-457762,2015,-3.77135,2.07327,144
catcher-457763,2015,1.53036,0.44955,7026
catcher-460003,2015,0.7514,1.14967,244
catcher-460026,2015,-0.86171,0.33834,7318
catcher-460077,2015,-1.15045,0.52968,2375
catcher-460269,2015,-0.59065,0.45377,2231
catcher-465041,2015,2.30899,0.3243,8548
catcher-467092,2015,0.40608,0.37354,8049
catcher-471083,2015,1.36842,0.42918,6518
catcher-474233,2015,1.47211,0.46629,4208
catcher-476192,2015,-0.76804,0.96011,603
catcher-488671,2015,-1.55767,0.46535,3070
catcher-488771,2015,1.79236,0.46275,7101
catcher-488810,2015,0.00777,0.74456,2378
catcher-488912,2015,0.13773,0.41213,2540
catcher-489232,2015,-1.2678,0.71431,1516
catcher-489365,2015,1.35297,0.9666,960
catcher-491696,2015,1.41569,0.44463,3135
catcher-500207,2015,0.75409,1.05778,418
catcher-501647,2015,1.27284,0.72496,120
catcher-502023,2015,-0.41448,0.78173,59
catcher-502182,2015,-0.48987,0.86093,487
catcher-502213,2015,-0.29319,1.01176,375
catcher-502374,2015,0.71556,0.65872,2151
catcher-502570,2015,2.34873,2.08989,120
catcher-506702,2015,-1.34557,0.52447,2356
catcher-506747,2015,-0.59281,0.96758,187
catcher-506997,2015,1.69395,0.77354,138
catcher-516949,2015,-1.4088,1.12743,778
catcher-518542,2015,-1.89638,1.51548,424
catcher-518595,2015,3.10573,0.45489,4437
catcher-518700,2015,0.64521,1.01678,525
catcher-518735,2015,3.44846,0.36299,6879
catcher-518960,2015,0.85458,0.45928,5960
catcher-519023,2015,0.24369,1.45859,375
catcher-519083,2015,2.14213,0.41724,8746
catcher-519237,2015,-0.35848,0.3886,5337
catcher-519390,2015,-0.095,0.45805,6586
catcher-519425,2015,-0.0711,0.99719,202
catcher-521692,2015,-0.27323,0.35987,9820
catcher-541608,2015,-1.99431,1.00395,399
catcher-542194,2015,-0.67902,0.57208,3072
catcher-542208,2015,0.33205,0.51631,5387
catcher-542513,2015,-6.14587,1.14558,468
catcher-542908,2015,0.0534,0.14067,10
catcher-542942,2015,-3.90344,0.83779,781
catcher-542963,2015,-2.85557,0.75846,734
catcher-543228,2015,0.29116,0.45269,5884
catcher-543302,2015,-1.20649,0.55291,2145
catcher-543308,2015,-1.0824,1.34528,725
catcher-543376,2015,1.57471,0.44229,6697
catcher-543432,2015,-1.33562,0.5689,1916
catcher-543510,2015,-1.24175,0.3588,7735
catcher-545358,2015,-1.23915,1.07192,351
catcher-547379,2015,0.69241,0.42521,4286
catcher-571466,2015,1.11039,0.43287,5138
catcher-571467,2015,1.88338,1.191,249
catcher-571912,2015,-0.36897,0.8179,668
catcher-571974,2015,1.03953,0.45231,3508
catcher-572033,2015,-0.61395,0.50324,4317
catcher-572180,2015,0.72743,0.42175,2376
catcher-572287,2015,1.63358,0.36964,7243
catcher-572863,2015,-3.03296,0.9157,1466
catcher-591712,2015,-1.17587,0.74315,593
catcher-592200,2015,1.47378,0.68581,2142
catcher-592407,2015,-0.92459,0.87495,1170
catcher-592663,2015,-0.27097,0.45278,8206
catcher-592774,2015,-1.12584,1.43701,39
catcher-595978,2015,2.48673,0.66571,2962
catcher-596119,2015,-0.88048,0.37632,5945
catcher-600474,2015,1.10382,0.64743,78
catcher-605131,2015,1.28875,0.67476,613
catcher-608596,2015,-1.89686,0.71851,806
catcher-608700,2015,2.40195,0.43511,4514
catcher-623143,2015,-2.26743,0.84191,866
catcher-656941,2015,-0.3536,0.80423,1206
pitcher-112526,2015,-0.09159,0.71619,1345
pitcher-115629,2015,2.41202,0.8914,255
pitcher-136600,2015,0.16537,0.23495,57
pitcher-150116,2015,1.32978,0.8848,317
pitcher-150274,2015,0.02113,0.01723,1
pitcher-150302,2015,-0.29927,0.95718,394
pitcher-150359,2015,1.97127,0.93505,1291
pitcher-217096,2015,-0.39213,0.58781,93
pitcher-218596,2015,1.18126,0.81659,924
pitcher-234194,2015,-1.74719,0.86833,57
pitcher-276351,2015,0.90943,1.13095,275
pitcher-276514,2015,0.88876,1.45367,104
pitcher-276542,2015,-1.02175,0.99635,473
pitcher-279571,2015,2.14344,1.14196,303
pitcher-279824,2015,0.28152,0.85032,1404
pitcher-282332,2015,0.11558,0.63257,1401
pitcher-285064,2015,0.62496,0.64717,1269
pitcher-285079,2015,-1.24789,0.76617,1591
pitcher-329092,2015,0.46007,1.03025,210
pitcher-346793,2015,-0.73079,1.02586,303
pitcher-346797,2015,0.48235,0.74737,47
pitcher-346798,2015,1.80361,0.79505,1299
pitcher-346847,2015,2.64264,1.10499,337
pitcher-400085,2015,-1.34501,1.21165,6
pitcher-400089,2015,-0.76957,1.92913,45
pitcher-407793,2015,-0.98357,0.64637,1464
pitcher-407819,2015,1.79313,0.90097,280
pitcher-407822,2015,-0.44621,0.81175,1181
pitcher-407845,2015,0.84136,1.00992,613
pitcher-407890,2015,1.14847,0.69208,1595
pitcher-407908,2015,-1.00632,1.06883,225
pitcher-408061,2015,2.56015,1.32303,383
pitcher-408241,2015,0.35313,0.82298,842
pitcher-421685,2015,0.4173,0.5797,1402
pitcher-424144,2015,1.33069,1.01889,366
pitcher-424325,2015,0.80179,0.55126,6
pitcher-425386,2015,0.11899,0.44718,1272
pitcher-425492,2015,-1.66329,0.88542,426
pitcher-425532,2015,1.94458,0.65334,956
pitcher-425543,2015,0.08438,0.12267,10
pitcher-425560,2015,-0.33872,0.2978,8
pitcher-425626,2015,-0.75676,1.15784,361
pitcher-425657,2015,2.3251,1.13996,279
pitcher-425786,2015,2.98025,1.09733,167
pitcher-425794,2015,-0.97149,0.9397,172
pitcher-425796,2015,1.65741,1.11167,30
pitcher-425835,2015,3.03202,1.68384,60
pitcher-425840,2015,-0.84917,1.08369,532
pitcher-425844,2015,0.96405,0.83221,1610
pitcher-425856,2015,0.2551,0.88585,106
pitcher-429400,2015,-2.63934,1.55344,206
pitcher-429717,2015,1.5702,0.71408,1527
pitcher-429719,2015,1.14896,1.26568,420
pitcher-429722,2015,-1.26378,0.81976,844
pitcher-429780,2015,0.82489,0.89624,233
pitcher-429781,2015,2.1667,1.43349,211
pitcher-429783,2015,1.49056,1.23593,300
pitcher-430404,2015,0.65878,0.4956,12
pitcher-430580,2015,-1.27232,0.56018,1534
pitcher-430589,2015,-0.54397,1.11593,338
pitcher-430599,2015,1.72166,0.80327,533
pitcher-430605,2015,-0.04346,0.08537,15
pitcher-430613,2015,-1.88904,1.46191,76
pitcher-430630,2015,1.36095,1.52186,271
pitcher-430641,2015,-1.60889,1.02313,439
pitcher-430661,2015,-2.51748,1.55431,242
pitcher-430911,2015,1.89855,1.00199,222
pitcher-430912,2015,-0.70482,0.67999,492
pitcher-430935,2015,1.26376,0.53565,1553
pitcher-431148,2015,0.61238,0.96344,1440
pitcher-431162,2015,1.02754,1.00514,214
pitcher-432934,2015,-0.70846,0.60695,1018
pitcher-433579,2015,0.51118,0.73104,1406
pitcher-433584,2015,1.61134,0.77696,697
pitcher-433585,2015,1.70697,0.89043,211
pitcher-433586,2015,2.84422,0.84706,488
pitcher-433587,2015,1.75908,0.66309,1493
pitcher-433589,2015,0.14708,0.79871,525
pitcher-434137,2015,0.42589,0.84334,135
pitcher-434378,2015,1.73975,0.7436,1073
pitcher-434442,2015,1.74745,1.12179,389
pitcher-434538,2015,0.81238,0.59691,1541
pitcher-434540,2015,0.54573,0.46294,11
pitcher-434622,2015,0.33898,0.67068,1677
pitcher-434628,2015,0.53793,0.75476,1351
pitcher-434643,2015,2.42958,0.78527,863
pitcher-434665,2015,0.848,1.01757,186
pitcher-434671,2015,0.10802,0.92684,1337
pitcher-434678,2015,-0.15664,0.17535,23
pitcher-434718,2015,1.85032,0.90233,496
pitcher-435043,2015,-0.85311,0.82859,540
pitcher-435044,2015,1.74405,0.79667,92
pitcher-435045,2015,-2.85207,0.82425,120
pitcher-435221,2015,0.55585,0.63073,185
pitcher-435400,2015,1.34089,1.32011,355
pitcher-444436,2015,2.01265,0.98965,330
pitcher-444446,2015,-1.27043,1.13934,148
pitcher-444468,2015,1.65239,0.87788,519
pitcher-444520,2015,2.20871,0.84107,479
pitcher-444836,2015,0.41619,0.26825,60
pitcher-444857,2015,-1.01329,0.83497,893
pitcher-444935,2015,-2.5272,1.12254,209
pitcher-445060,2015,-1.52324,0.88389,328
pitcher-445163,2015,1.99099,1.22531,301
pitcher-445170,2015,0.57381,1.11738,138
pitcher-445197,2015,-1.14507,0.73664,501
pitcher-445213,2015,2.36376,1.80514,73
pitcher-445276,2015,-0.33513,1.0976,339
pitcher-445590,2015,2.44798,1.36927,376
pitcher-445612,2015,-3.3302,0.89656,293
pitcher-445926,2015,2.70106,0.57893,1395
pitcher-445968,2015,-0.60126,0.96377,33
pitcher-446099,2015,0.77466,1.15229,545
pitcher-446321,2015,0.03345,0.86767,607
pitcher-446372,2015,0.25281,0.55919,1529
pitcher-446399,2015,1.34072,0.98298,376
pitcher-446899,2015,3.00716,0.78816,467
pitcher-447714,2015,0.04116,0.99106,249
pitcher-447755,2015,-0.38458,1.26467,240
pitcher-448159,2015,-1.97706,0.76694,247
pitcher-448178,2015,0.41758,0.70612,581
pitcher-448179,2015,-0.18177,0.87642,230
pitcher-448281,2015,-1.05279,1.34959,114
pitcher-448306,2015,-0.27276,0.73063,1675
pitcher-448609,2015,2.16926,1.21245,398
pitcher-448614,2015,-2.05546,1.03978,418
pitcher-448802,2015,-1.74462,1.021,897
pitcher-448855,2015,-0.42601,0.97244,25
pitcher-449079,2015,-2.72261,2.17877,66
pitcher-449097,2015,1.65035,1.16079,372
pitcher-449170,2015,-2.33272,1.01729,100
pitcher-450172,2015,-0.24873,0.57276,1697
pitcher-450203,2015,0.36557,0.75023,988
pitcher-450212,2015,-0.09081,1.04991,392
pitcher-450275,2015,0.59583,0.9091,409
pitcher-450282,2015,0.27838,1.10964,352
pitcher-450306,2015,1.29267,0.91471,375
pitcher-450308,2015,0.34351,0.75059,1275
pitcher-450351,2015,-0.79619,0.59348,1120
pitcher-450665,2015,-0.57007,0.92569,481
pitcher-450729,2015,-0.76801,0.94661,866
pitcher-451085,2015,-1.07705,1.0007,402
pitcher-451532,2015,0.29132,0.69935,292
pitcher-451584,2015,2.05624,1.04476,538
pitcher-451596,2015,2.34228,0.55218,1781
pitcher-451661,2015,-0.36602,1.01737,404
pitcher-451775,2015,-0.2808,0.78984,450
pitcher-451788,2015,2.17991,1.20427,297
pitcher-452027,2015,0.25812,0.21297,21
pitcher-452657,2015,3.06823,0.636,1664
pitcher-452666,2015,0.38149,0.93415,537
pitcher-452718,2015,1.41254,0.6169,1126
pitcher-452733,2015,-1.52438,0.93266,363
pitcher-453156,2015,-0.65915,1.06065,293
pitcher-453172,2015,-1.26452,0.83026,429
pitcher-453178,2015,0.07113,0.69711,1443
pitcher-453192,2015,-1.43217,0.91366,517
pitcher-453203,2015,0.24193,0.21219,9
pitcher-453214,2015,-0.74369,1.26423,651
pitcher-453222,2015,1.32518,1.20486,287
pitcher-453249,2015,0.12373,1.23629,279
pitcher-453264,2015,0.15611,1.16554,36
pitcher-453265,2015,1.57654,1.13581,504
pitcher-453286,2015,-0.22822,0.66558,1439
pitcher-453307,2015,1.13544,0.65248,42
pitcher-453311,2015,-0.8341,0.66299,671
pitcher-453329,2015,-0.55396,0.8147,822
pitcher-453343,2015,1.30138,0.98964,498
pitcher-453344,2015,2.58974,1.65903,237
pitcher-453385,2015,-0.07479,1.17091,294
pitcher-453562,2015,-0.606,0.71304,1753
pitcher-453646,2015,2.29585,0.79495,458
pitcher-453895,2015,-0.13287,0.1134,11
pitcher-455009,2015,0.14141,1.0636,459
pitcher-455119,2015,1.00148,1.33544,214
pitcher-455374,2015,1.3767,0.93845,478
pitcher-456027,2015,-2.30212,1.5965,180
pitcher-456034,2015,0.12423,0.62957,1616
pitcher-456051,2015,0.20296,1.14969,289
pitcher-456068,2015,1.11679,0.51191,1184
pitcher-456071,2015,-1.61527,0.94651,578
pitcher-456121,2015,0.17633,0.18071,1
pitcher-456379,2015,0.27138,0.78885,570
pitcher-456496,2015,-0.50025,0.98679,251
pitcher-456501,2015,2.10118,0.69823,1599
pitcher-456696,2015,-0.88366,1.15284,283
pitcher-456701,2015,1.14147,0.73946,78
pitcher-456776,2015,1.05493,1.21582,353
pitcher-457117,2015,2.0074,0.8368,188
pitcher-457429,2015,1.24677,0.9427,322
pitcher-457435,2015,0.21971,1.17663,103
pitcher-457448,2015,0.79705,1.33593,161
pitcher-457711,2015,-0.02761,0.59536,583
pitcher-457732,2015,-0.53314,0.74338,80
pitcher-457744,2015,-0.98564,0.86011,243
pitcher-457754,2015,-1.60867,1.0014,188
pitcher-457768,2015,-2.20854,0.88289,463
pitcher-457915,2015,-0.57094,0.73714,19
pitcher-457918,2015,0.77009,0.73619,1416
pitcher-458006,2015,1.32415,0.93665,312
pitcher-458584,2015,-2.49453,0.87257,364
pitcher-458677,2015,-2.34653,0.81008,483
pitcher-458678,2015,-1.09909,1.4436,138
pitcher-458681,2015,1.04046,0.86092,1578
pitcher-458690,2015,-0.30225,0.26924,8
pitcher-458708,2015,1.79434,0.88597,475
pitcher-458730,2015,-0.58909,1.19777,216
pitcher-458919,2015,-2.04761,1.03948,458
pitcher-459429,2015,0.56851,1.03151,283
pitcher-459967,2015,0.43512,1.09397,181
pitcher-459987,2015,0.68346,0.97211,363
pitcher-460008,2015,0.68544,1.76504,115
pitcher-460024,2015,1.32411,0.69548,441
pitcher-460059,2015,0.84739,0.75872,1399
pitcher-460156,2015,-0.00413,0.85826,408
pitcher-460283,2015,2.06212,1.03691,32
pitcher-460701,2015,0.67359,0.76088,253
pitcher-461325,2015,0.36504,0.80628,578
pitcher-461815,2015,-0.62735,0.49626,8
pitcher-461829,2015,3.17305,0.94168,1539
pitcher-461833,2015,-0.95224,0.74922,1064
pitcher-461872,2015,3.0463,1.3644,88
pitcher-462089,2015,0.76065,1.05736,21
pitcher-462136,2015,-0.42577,0.68518,1408
pitcher-462382,2015,-3.2881,1.13716,507
pitcher-462515,2015,3.02807,1.02821,250
pitcher-462945,2015,2.15477,0.9896,192
pitcher-462985,2015,-0.56843,0.69528,501
pitcher-464416,2015,1.4797,1.22577,135
pitcher-465629,2015,-2.00761,0.96566,295
pitcher-465657,2015,1.98061,0.83313,547
pitcher-465679,2015,-3.79543,1.06908,193
pitcher-466948,2015,0.86208,0.84956,450
pitcher-467008,2015,-0.49418,0.73393,501
pitcher-467094,2015,-3.45565,0.984,653
pitcher-467100,2015,-0.86048,0.79144,767
pitcher-467785,2015,-0.8399,1.60397,192
pitcher-468396,2015,-0.52715,0.76603,552
pitcher-468504,2015,-0.11979,1.15204,239
pitcher-469134,2015,-0.88458,0.93243,288
pitcher-471822,2015,-1.49367,1.02855,485
pitcher-471911,2015,1.26254,0.56477,1278
pitcher-472551,2015,-2.8765,1.33416,404
pitcher-472610,2015,-1.28207,0.81638,535
pitcher-473879,2015,-0.03595,0.87587,510
pitcher-474029,2015,2.30122,0.93151,378
pitcher-474284,2015,-0.48353,1.17262,196
pitcher-474463,2015,-2.02654,0.76762,1402
pitcher-474521,2015,0.22247,1.06783,610
pitcher-474668,2015,-1.32602,0.9223,27
pitcher-474699,2015,0.70135,1.04554,570
pitcher-475054,2015,-0.5155,0.97782,381
pitcher-475115,2015,0.02538,0.73742,1706
pitcher-475138,2015,0.1023,0.6666,39
pitcher-475243,2015,1.90645,0.67962,877
pitcher-475416,2015,-1.48009,0.99097,560
pitcher-475479,2015,-1.07885,0.79218,1042
pitcher-475857,2015,-1.87084,0.81835,107
pitcher-476451,2015,1.30682,0.44096,1202
pitcher-476454,2015,-0.60416,0.86771,757
pitcher-476570,2015,0.704,1.48533,95
pitcher-476589,2015,0.72899,0.75569,1141
pitcher-476595,2015,0.20191,0.19682,20
pitcher-477003,2015,-1.84225,0.71784,1411
pitcher-477132,2015,0.33101,0.69885,1536
pitcher-477195,2015,-0.77283,0.64296,11
pitcher-477229,2015,-1.07643,1.44879,64
pitcher-477569,2015,0.68617,0.78423,462
pitcher-488674,2015,0.73682,1.04529,565
pitcher-488768,2015,0.79654,0.6339,1597
pitcher-488786,2015,-0.99091,0.61532,19
pitcher-488846,2015,-0.89463,0.74516,364
pitcher-488984,2015,-3.88327,1.17271,398
pitcher-489002,2015,-0.99701,1.582,67
pitcher-489039,2015,1.08119,0.83884,45
pitcher-489119,2015,2.16734,0.75303,1684
pitcher-489138,2015,-0.02252,0.02518,2
pitcher-489265,2015,3.37646,0.94095,435
pitcher-489267,2015,-1.30965,0.82196,17
pitcher-489294,2015,-1.47301,0.84987,342
pitcher-489295,2015,-0.38778,1.23085,74
pitcher-489334,2015,-1.03422,0.81346,27
pitcher-489446,2015,1.15193,1.14365,212
pitcher-490063,2015,0.94178,0.71445,1144
pitcher-491159,2015,-0.64762,1.06969,221
pitcher-491646,2015,-0.28706,0.89359,590
pitcher-491696,2015,0.09741,0.16875,11
pitcher-491703,2015,0.8319,0.7868,390
pitcher-491708,2015,-0.96028,0.83629,513
pitcher-493117,2015,1.42532,1.22637,12
pitcher-493157,2015,1.89126,0.89121,288
pitcher-493159,2015,1.00486,0.80429,276
pitcher-493247,2015,-1.44151,0.93721,72
pitcher-493351,2015,0.97533,0.93425,8
pitcher-493603,2015,-1.01838,1.69627,80
pitcher-500610,2015,0.93519,1.65505,143
pitcher-500721,2015,-0.83626,0.94437,211
pitcher-500724,2015,-2.36039,1.41821,201
pitcher-500779,2015,0.59235,0.53517,1651
pitcher-500891,2015,0.45321,1.22553,43
pitcher-501381,2015,0.24658,0.73928,1208
pitcher-501563,2015,-1.18114,0.88146,94
pitcher-501593,2015,0.55106,1.00172,363
pitcher-501625,2015,1.35494,0.81372,492
pitcher-501627,2015,-0.55571,0.54771,8
pitcher-501789,2015,-0.06405,0.88512,577
pitcher-501822,2015,1.52095,0.91814,309
pitcher-501870,2015,0.62426,1.84649,52
pitcher-501925,2015,2.81324,1.07318,508
pitcher-501955,2015,-0.07102,0.81902,291
pitcher-501957,2015,-0.47594,0.62743,1539
pitcher-501992,2015,0.54653,0.86705,1263
pitcher-502004,2015,-0.0662,0.90683,459
pitcher-502009,2015,0.9662,0.84332,851
pitcher-502010,2015,2.76897,0.86994,151
pitcher-502026,2015,-1.77681,0.88367,524
pitcher-502032,2015,0.78045,0.8685,790
pitcher-502042,2015,-0.89751,0.57475,1732
pitcher-502043,2015,0.55686,0.48101,1611
pitcher-502046,2015,1.54561,0.77065,1437
pitcher-502051,2015,1.60982,0.60287,96
pitcher-502083,2015,-0.16956,0.81795,610
pitcher-502085,2015,2.98623,1.03111,490
pitcher-502087,2015,0.90581,0.33951,55
pitcher-502154,2015,3.27723,0.91001,431
pitcher-502162,2015,0.38668,0.72178,40
pitcher-502166,2015,-0.84048,0.52327,45
pitcher-502188,2015,-1.16859,0.72213,1584
pitcher-502190,2015,1.78003,0.83133,1406
pitcher-502202,2015,0.33746,1.0297,553
pitcher-502211,2015,-0.59926,0.84049,998
pitcher-502239,2015,-0.22816,0.82452,352
pitcher-502260,2015,-1.95341,1.11214,122
pitcher-502264,2015,-1.4904,0.8343,193
pitcher-502272,2015,0.02503,0.79501,459
pitcher-502281,2015,-1.73248,1.33242,16
pitcher-502304,2015,-1.46538,1.23941,179
pitcher-502327,2015,-1.0572,0.56617,1709
pitcher-502381,2015,0.15679,1.05271,384
pitcher-502462,2015,1.19335,0.85058,135
pitcher-502522,2015,-0.49887,1.10384,249
pitcher-502578,2015,-1.11946,0.91835,229
pitcher-502593,2015,-0.31493,0.9939,384
pitcher-502624,2015,0.13,0.61094,1232
pitcher-502706,2015,1.63279,0.83813,473
pitcher-502748,2015,1.0838,0.79038,51
pitcher-503285,2015,0.42426,1.07609,532
pitcher-503449,2015,-0.41094,0.88508,893
pitcher-504083,2015,-1.59071,1.18935,144
pitcher-504186,2015,-0.5219,1.43433,204
pitcher-504379,2015,-0.87454,1.18611,541
pitcher-506560,2015,-0.03382,0.0361,1
pitcher-506693,2015,-0.6307,0.70881,160
pitcher-514669,2015,1.53834,1.45981,121
pitcher-514981,2015,0.75117,0.37302,77
pitcher-515052,2015,-0.805,1.44083,224
pitcher-516414,2015,-2.87492,1.09007,246
pitcher-516589,2015,1.129,1.22953,177
pitcher-516714,2015,0.03129,0.87758,30
pitcher-516769,2015,-1.97794,0.81091,47
pitcher-516910,2015,-1.09669,1.10359,586
pitcher-516935,2015,-2.19541,1.95868,83
pitcher-516969,2015,-0.3197,1.07453,489
pitcher-516970,2015,-1.52092,0.93355,231
pitcher-517008,2015,2.12067,0.85424,850
pitcher-517059,2015,-0.48364,0.3471,41
pitcher-517414,2015,-0.58444,0.62323,632
pitcher-517593,2015,-1.72947,0.56407,1461
pitcher-518397,2015,-0.52805,0.89219,43
pitcher-518418,2015,-1.76602,1.11046,58
pitcher-518420,2015,-0.2701,1.80728,124
pitcher-518452,2015,2.37897,1.03532,940
pitcher-518468,2015,1.08696,0.82921,487
pitcher-518516,2015,0.56871,0.7161,1565
pitcher-518526,2015,-2.96364,1.67419,36
pitcher-518553,2015,1.64315,0.98549,533
pitcher-518567,2015,2.16589,0.75578,981
pitcher-518603,2015,-0.54878,0.65083,698
pitcher-518617,2015,-1.2204,1.01317,556
pitcher-518633,2015,-0.85236,0.52058,1196
pitcher-518653,2015,0.38144,0.32658,9
pitcher-518693,2015,-2.17046,1.32793,389
pitcher-518703,2015,0.54738,1.64443,147
pitcher-518715,2015,1.37398,0.61794,28
pitcher-518716,2015,-1.9019,0.61883,296
pitcher-518748,2015,0.64219,0.80119,468
pitcher-518764,2015,-0.33652,0.33206,29
pitcher-518771,2015,-1.53098,0.89942,192
pitcher-518774,2015,0.35682,0.57768,1381
pitcher-518790,2015,-0.92239,0.57646,1542
pitcher-518813,2015,2.27039,1.1955,359
pitcher-518833,2015,0.72988,0.72411,26
pitcher-518858,2015,-2.28633,1.01281,144
