person_key,season,effect_per_100,se_per_100,pitches
pitcher-595881,2021,-0.00184,0.03501,13
pitcher-595918,2021,-1.26953,0.71546,49
pitcher-595928,2021,-0.33725,1.24351,332
pitcher-595939,2021,-1.33065,0.4636,247
pitcher-595943,2021,-0.0605,0.07229,1
pitcher-596001,2021,0.23643,0.90778,332
pitcher-596027,2021,-0.37487,0.65881,353
pitcher-596049,2021,0.06643,1.32476,100
pitcher-596056,2021,1.13026,0.83171,12
pitcher-596057,2021,0.43318,0.92464,496
pitcher-596071,2021,0.70472,0.68797,204
pitcher-596082,2021,0.70796,0.94753,85
pitcher-596103,2021,-0.7634,0.53363,5
pitcher-596112,2021,0.48851,1.08928,387
pitcher-596133,2021,1.7046,0.73081,521
pitcher-596295,2021,0.97732,0.63593,944
pitcher-596825,2021,-2.22407,1.8248,15
pitcher-597113,2021,-0.01342,0.56146,38
pitcher-598264,2021,1.98649,0.99707,447
pitcher-598286,2021,0.03373,0.78134,153
pitcher-598287,2021,-0.04395,0.79192,300
pitcher-600887,2021,0.91217,0.41778,40
pitcher-600921,2021,-1.95948,0.77322,320
pitcher-600944,2021,-0.06279,0.14186,16
pitcher-601713,2021,0.4319,0.68111,1346
pitcher-605130,2021,0.60154,0.7423,597
pitcher-605135,2021,-2.51272,0.6779,1211
pitcher-605138,2021,-1.32471,0.74145,228
pitcher-605151,2021,0.54972,0.66271,463
pitcher-605154,2021,2.48815,1.3727,145
pitcher-605155,2021,-0.66596,0.52036,17
pitcher-605164,2021,0.34941,0.72683,797
pitcher-605177,2021,1.10516,1.11342,441
pitcher-605194,2021,-0.03426,1.06355,262
pitcher-605195,2021,-1.83099,0.90241,251
pitcher-605200,2021,1.08763,0.62258,1387
pitcher-605218,2021,0.69476,0.43455,61
pitcher-605240,2021,-0.09228,0.95115,73
pitcher-605242,2021,0.90357,0.60085,573
pitcher-605276,2021,1.089,1.07614,174
pitcher-605280,2021,1.32539,0.75103,626
pitcher-605288,2021,-0.50629,0.68939,1226
pitcher-605309,2021,-1.72615,1.18073,112
pitcher-605347,2021,-1.28481,0.66099,1141
pitcher-605359,2021,0.71309,0.8325,221
pitcher-605388,2021,0.99245,0.8045,228
pitcher-605397,2021,-1.06508,0.698,1447
pitcher-605400,2021,1.07828,0.65327,1474
pitcher-605441,2021,-0.34965,0.83902,246
pitcher-605447,2021,0.22574,0.72684,500
pitcher-605452,2021,-0.70417,0.76953,890
pitcher-605483,2021,0.87932,0.69236,1167
pitcher-605488,2021,0.36818,0.86577,384
pitcher-605501,2021,-0.40503,0.34732,11
pitcher-605507,2021,0.70136,0.75469,596
pitcher-605513,2021,-0.6506,0.64861,378
pitcher-605521,2021,-1.54549,0.76804,152
pitcher-605525,2021,-1.57228,0.90696,376
pitcher-605538,2021,-0.63438,0.83713,429
pitcher-605540,2021,0.2082,0.58604,1338
pitcher-605541,2021,-1.58621,1.06073,176
pitcher-605612,2021,-0.28394,0.16935,22
pitcher-606149,2021,1.69238,0.6517,559
pitcher-606160,2021,0.24868,0.72284,410
pitcher-606162,2021,-0.22404,0.21296,9
pitcher-606213,2021,-0.05853,0.13276,21
pitcher-606303,2021,-1.52959,0.89082,398
pitcher-606424,2021,0.27068,0.81819,510
pitcher-606625,2021,0.24209,0.45113,27
pitcher-606930,2021,1.01573,0.84518,283
pitcher-606965,2021,0.14373,0.62807,73
pitcher-607054,2021,-0.17646,0.54769,23
pitcher-607067,2021,0.74062,0.50509,45
pitcher-607074,2021,1.86652,0.58062,1045
pitcher-607179,2021,-0.27235,1.05208,69
pitcher-607188,2021,-0.16184,0.96866,340
pitcher-607192,2021,-0.5869,0.60999,648
pitcher-607200,2021,-0.00702,0.70286,1295
pitcher-607216,2021,-2.31478,1.27322,68
pitcher-607219,2021,-1.45391,1.0765,241
pitcher-607229,2021,-2.05367,1.29042,205
pitcher-607231,2021,0.05349,0.52336,1009
pitcher-607237,2021,0.61894,1.08771,422
pitcher-607352,2021,0.14404,0.11111,23
pitcher-607359,2021,1.46655,0.8624,374
pitcher-607374,2021,-0.63831,1.40716,64
pitcher-607391,2021,-1.52175,1.34316,198
pitcher-607455,2021,-0.38786,1.0602,297
pitcher-607457,2021,-0.45211,0.94383,141
pitcher-607468,2021,-1.09666,0.74251,39
pitcher-607481,2021,-0.22853,0.82005,529
pitcher-607536,2021,1.27118,0.65816,967
pitcher-607560,2021,-1.39101,1.02515,267
pitcher-607572,2021,0.9232,0.80369,429
pitcher-607625,2021,0.80733,1.05978,366
pitcher-607644,2021,0.83747,0.42922,1120
pitcher-607680,2021,-0.06664,0.05231,3
pitcher-607755,2021,-0.62963,0.51455,12
pitcher-608032,2021,-0.05314,0.73612,490
pitcher-608328,2021,0.63132,0.84987,388
pitcher-608331,2021,-0.30283,0.69397,1228
pitcher-608334,2021,-0.57941,0.94961,228
pitcher-608335,2021,0.14156,0.69644,610
pitcher-608337,2021,0.5778,0.46551,1384
pitcher-608344,2021,-0.13965,0.69151,1237
pitcher-608349,2021,0.60447,0.64875,199
pitcher-608371,2021,-0.05746,0.83006,437
pitcher-608379,2021,-0.30489,0.76155,854
pitcher-608566,2021,-0.64414,0.58579,1372
pitcher-608638,2021,1.76535,0.98327,450
pitcher-608648,2021,1.05359,0.69484,553
pitcher-608650,2021,0.53929,0.62825,151
pitcher-608652,2021,-1.576,0.94539,250
pitcher-608665,2021,3.01021,0.75253,450
pitcher-608678,2021,1.16541,0.82959,410
pitcher-608686,2021,0.81428,0.89193,2
pitcher-608700,2021,-0.49019,0.42024,8
pitcher-608716,2021,1.77077,0.8759,484
pitcher-608717,2021,0.55371,0.91408,668
pitcher-608718,2021,1.94578,0.75508,599
pitcher-608723,2021,-0.02145,0.90109,495
pitcher-612434,2021,-0.71708,0.69563,678
pitcher-613534,2021,1.75767,0.78907,536
pitcher-614179,2021,2.07591,0.875,509
pitcher-615698,2021,-0.01467,0.56495,1142
pitcher-617228,2021,0.49388,0.62324,459
pitcher-620396,2021,1.31101,0.86038,49
pitcher-621002,2021,-0.07795,0.07889,5
pitcher-621011,2021,0.38244,0.33852,6
pitcher-621052,2021,-1.0462,0.75274,637
pitcher-621056,2021,1.12677,0.8383,36
pitcher-621057,2021,-0.1388,0.63938,277
pitcher-621074,2021,0.86554,0.6367,236
pitcher-621076,2021,1.23594,0.74467,1066
pitcher-621078,2021,-0.18592,0.32239,13
pitcher-621098,2021,1.17292,1.15723,87
pitcher-621107,2021,0.7873,0.86286,787
pitcher-621111,2021,0.8651,0.54608,1557
pitcher-621112,2021,0.43072,0.69658,378
pitcher-621114,2021,-2.41802,1.12878,308
pitcher-621121,2021,-0.90349,0.60687,1546
pitcher-621129,2021,-0.99607,0.8663,100
pitcher-621139,2021,-0.00719,0.49796,91
pitcher-621219,2021,-0.00334,0.58136,991
pitcher-621237,2021,0.59494,0.67987,579
pitcher-621242,2021,0.02607,0.8189,479
pitcher-621244,2021,1.63047,0.81939,1545
pitcher-621248,2021,-0.00074,0.75221,258
pitcher-621249,2021,1.11351,0.73333,576
pitcher-621259,2021,-1.26802,2.05804,34
pitcher-621261,2021,0.69604,0.5812,66
pitcher-621295,2021,0.30019,0.66754,522
pitcher-621345,2021,-0.98039,0.7893,426
pitcher-621348,2021,-0.9697,0.96578,418
pitcher-621366,2021,-2.13446,0.75671,201
pitcher-621368,2021,-0.58733,0.58371,883
pitcher-621381,2021,-0.86177,1.40845,55
pitcher-621433,2021,0.34334,0.28712,14
pitcher-621500,2021,0.87519,0.81973,4
pitcher-621532,2021,-0.075,0.081,11
pitcher-621593,2021,-1.16582,1.33221,240
pitcher-622065,2021,-1.08171,0.93333,422
pitcher-622072,2021,0.45163,0.75901,1106
pitcher-622075,2021,0.76338,0.7059,460
pitcher-622088,2021,-0.42079,0.74071,301
pitcher-622092,2021,-0.45663,0.90023,489
pitcher-622098,2021,-0.11698,0.91078,289
pitcher-622110,2021,-0.25081,0.1981,4
pitcher-622250,2021,0.4666,0.80028,505
pitcher-622251,2021,1.05105,0.72565,572
pitcher-622253,2021,0.05793,0.9016,535
pitcher-622256,2021,0.01888,0.80671,61
pitcher-622446,2021,-1.32829,0.71416,209
pitcher-622491,2021,0.19711,0.46538,1553
pitcher-622492,2021,-0.34016,0.37394,27
pitcher-622503,2021,-0.15671,0.71203,661
pitcher-622554,2021,-0.71135,0.70291,6
pitcher-622608,2021,-0.36915,0.54371,1196
pitcher-622663,2021,1.38016,0.52219,51
pitcher-622694,2021,-0.27981,0.94229,375
pitcher-622766,2021,3.1205,1.01021,381
pitcher-622780,2021,0.14067,0.97861,199
pitcher-622786,2021,-0.49001,0.48368,14
pitcher-623149,2021,-1.4068,0.81363,544
pitcher-623167,2021,0.26196,0.564,1343
pitcher-623352,2021,1.20171,0.83042,456
pitcher-623354,2021,-0.38399,0.56283,37
pitcher-623364,2021,-1.56932,1.16203,172
pitcher-623433,2021,-1.76885,0.87781,47
pitcher-623437,2021,0.97482,1.21269,45
pitcher-623454,2021,0.81844,1.00134,182
pitcher-623465,2021,-0.68675,0.84755,105
pitcher-623470,2021,0.47721,0.54694,47
pitcher-623474,2021,0.20218,1.23121,165
pitcher-623485,2021,-0.8625,1.00506,281
pitcher-624133,2021,1.12222,0.76482,829
pitcher-624414,2021,-0.35607,0.30589,10
pitcher-624418,2021,-0.91356,0.69938,36
pitcher-624427,2021,-0.71835,0.51412,36
pitcher-624522,2021,-0.27378,0.76205,473
pitcher-624586,2021,-0.2893,0.94061,96
pitcher-624647,2021,-2.04469,1.06819,280
pitcher-625643,2021,-0.94202,0.76237,466
pitcher-626929,2021,-2.15624,0.96327,131
pitcher-628317,2021,0.2395,0.81025,847
pitcher-628345,2021,-1.41273,0.44285,60
pitcher-628452,2021,1.37352,0.99536,468
pitcher-628711,2021,-0.07821,0.60732,1307
pitcher-630105,2021,0.08115,0.06964,3
pitcher-640444,2021,-0.57346,0.6139,1103
pitcher-640448,2021,0.26989,0.91218,608
pitcher-640451,2021,-0.26476,0.83634,65
pitcher-640455,2021,-1.41463,0.67858,1411
pitcher-640462,2021,0.81627,1.08038,128
pitcher-640464,2021,0.33272,1.11019,128
pitcher-640470,2021,-1.32497,0.70818,947
pitcher-641154,2021,-0.79752,0.83588,792
pitcher-641302,2021,-0.91398,0.88031,797
pitcher-641312,2021,-1.46292,0.7078,208
pitcher-641329,2021,0.00293,0.06252,9
pitcher-641360,2021,-1.75304,0.8497,374
pitcher-641384,2021,-0.22912,0.21753,9
pitcher-641386,2021,0.68549,0.91328,345
pitcher-641394,2021,1.37202,0.63605,582
pitcher-641401,2021,-0.96739,0.68324,422
pitcher-641420,2021,0.40444,0.77698,82
pitcher-641447,2021,-1.61218,1.09024,161
pitcher-641482,2021,0.0846,0.97612,776
pitcher-641540,2021,-0.52769,0.76163,973
pitcher-641541,2021,-2.99888,0.94077,146
pitcher-641576,2021,-0.16977,0.15963,7
pitcher-641582,2021,0.35307,0.81812,355
pitcher-641632,2021,-0.22917,1.32444,203
pitcher-641645,2021,0.00321,0.0709,9
pitcher-641672,2021,0.65662,1.2173,73
pitcher-641682,2021,0.04278,0.8426,298
pitcher-641703,2021,0.26773,0.61334,39
pitcher-641712,2021,-0.3456,0.4214,66
pitcher-641726,2021,-0.72961,0.52216,106
pitcher-641729,2021,-0.54716,0.761,415
pitcher-641743,2021,-0.37632,0.87649,319
pitcher-641745,2021,1.11735,0.62701,1163
pitcher-641755,2021,0.38254,0.81433,505
pitcher-641771,2021,-0.67989,0.53995,785
pitcher-641778,2021,-1.06749,0.71979,973
pitcher-641793,2021,-0.40286,0.77865,455
pitcher-641816,2021,0.2603,0.69971,1677
pitcher-641835,2021,0.31007,0.88861,434
pitcher-641851,2021,-1.85708,0.87776,271
pitcher-641871,2021,-2.04141,1.11196,235
pitcher-641907,2021,0.25931,1.13846,249
pitcher-641927,2021,2.09154,0.78267,716
pitcher-641941,2021,0.76706,1.01987,491
pitcher-641995,2021,-0.91681,0.74419,9
pitcher-642003,2021,-0.67417,1.31169,83
pitcher-642028,2021,2.4034,1.00663,267
pitcher-642048,2021,-0.38588,1.14671,213
pitcher-642068,2021,1.58502,1.04549,231
pitcher-642073,2021,2.3398,0.70461,129
pitcher-642083,2021,0.38449,0.86601,279
pitcher-642092,2021,-0.24859,1.14125,543
pitcher-642100,2021,-2.0832,1.28413,50
pitcher-642121,2021,0.81649,0.76016,494
pitcher-642130,2021,1.95843,0.85801,397
pitcher-642152,2021,0.1259,0.82989,601
pitcher-642162,2021,-0.04231,0.03769,1
pitcher-642203,2021,0.24928,0.85283,630
pitcher-642207,2021,0.05077,0.82395,512
pitcher-642232,2021,-0.01467,0.71707,1226
pitcher-642233,2021,0.96328,0.97294,182
pitcher-642336,2021,1.03135,0.83244,13
pitcher-642397,2021,0.25633,0.73694,576
pitcher-642528,2021,-0.90147,0.89804,472
pitcher-642545,2021,0.64262,1.05848,472
pitcher-642547,2021,-0.80964,0.53724,1218
pitcher-642659,2021,-0.41221,0.346,17
pitcher-642701,2021,0.13526,0.88591,451
pitcher-642727,2021,-0.04281,0.03789,1
pitcher-642758,2021,-0.62596,0.59501,78
pitcher-642759,2021,-0.47935,0.53325,60
pitcher-642770,2021,-0.99049,0.67368,30
pitcher-642851,2021,0.90998,0.80912,5
pitcher-643230,2021,0.68573,0.7839,236
pitcher-643256,2021,-3.83084,0.95302,492
pitcher-643290,2021,-2.28259,1.17446,437
pitcher-643316,2021,-0.03734,0.7682,500
pitcher-643327,2021,-0.53422,0.47918,49
pitcher-643338,2021,0.22696,0.82517,601
pitcher-643377,2021,-0.15155,0.86831,676
pitcher-643400,2021,-0.32039,0.43731,100
pitcher-643493,2021,-0.67576,0.99901,43
pitcher-643511,2021,-0.34034,0.9729,542
pitcher-643565,2021,1.08486,0.88386,10
pitcher-643615,2021,-1.41219,0.63862,138
pitcher-643778,2021,1.70073,0.8994,206
pitcher-645261,2021,-0.65528,0.74699,1377
pitcher-646242,2021,-0.37384,0.51893,121
pitcher-647315,2021,-0.82311,0.92976,470
pitcher-649144,2021,0.97543,1.03162,422
pitcher-650347,2021,1.21066,1.53213,116
pitcher-650382,2021,-1.2438,0.95232,433
pitcher-650496,2021,0.4116,0.9319,496
pitcher-650530,2021,0.99639,0.71539,368
pitcher-650556,2021,-0.44603,0.97581,346
pitcher-650633,2021,-0.54016,0.75758,513
pitcher-650644,2021,0.54128,0.83762,943
pitcher-650668,2021,-0.48257,0.63857,203
pitcher-650671,2021,1.02095,0.96421,263
pitcher-650828,2021,1.29677,1.11032,287
pitcher-650893,2021,0.16023,0.65782,581
pitcher-650895,2021,0.32473,0.76934,463
pitcher-650911,2021,0.05856,0.86013,96
pitcher-650959,2021,-1.39981,0.99039,269
pitcher-655889,2021,-1.60364,0.69859,154
pitcher-656061,2021,1.59871,0.73631,328
pitcher-656186,2021,0.99581,0.62746,10
pitcher-656212,2021,-1.76169,1.08321,348
pitcher-656232,2021,0.15676,0.88383,417
pitcher-656240,2021,-0.87196,0.79603,45
pitcher-656266,2021,-0.66191,1.08521,142
pitcher-656288,2021,0.15072,0.89177,510
pitcher-656290,2021,-0.75532,0.85246,37
pitcher-656302,2021,0.75008,0.65092,1488
pitcher-656322,2021,-1.28105,0.96692,347
pitcher-656353,2021,-0.76616,1.05165,144
pitcher-656354,2021,0.23426,0.97759,246
pitcher-656420,2021,0.56945,0.99818,479
pitcher-656427,2021,-0.18437,0.85792,697
pitcher-656457,2021,0.59602,0.87522,279
pitcher-656458,2021,0.05534,0.71546,378
pitcher-656464,2021,-1.92573,1.10949,278
pitcher-656529,2021,-1.37488,0.67321,628
pitcher-656546,2021,0.16289,0.69302,689
pitcher-656548,2021,0.15662,0.81586,367
pitcher-656557,2021,0.69966,0.58003,587
pitcher-656578,2021,0.09083,0.26298,92
pitcher-656605,2021,-1.53113,0.68594,915
pitcher-656620,2021,0.78148,0.83481,84
pitcher-656629,2021,-0.44948,0.65447,585
pitcher-656638,2021,1.04459,0.92431,292
pitcher-656641,2021,0.25626,0.2757,38
pitcher-656669,2021,0.08657,0.07903,11
pitcher-656685,2021,2.12789,1.03164,382
pitcher-656686,2021,-1.66079,0.7179,180
pitcher-656725,2021,0.54013,0.34904,17
pitcher-656730,2021,0.36699,0.85243,233
pitcher-656731,2021,-0.76216,0.6982,753
pitcher-656756,2021,-0.12967,0.5712,1197
pitcher-656793,2021,-0.6957,0.89283,164
pitcher-656794,2021,-0.62849,0.7812,341
pitcher-656803,2021,0.24392,1.06024,46
pitcher-656818,2021,1.53742,0.88417,127
pitcher-656849,2021,0.55972,0.98736,569
pitcher-656876,2021,1.42846,0.73544,607
pitcher-656887,2021,1.5832,1.00805,194
pitcher-656945,2021,1.37495,0.83413,515
pitcher-656954,2021,1.66218,0.84661,753
pitcher-656970,2021,0.35232,0.2734,22
pitcher-656981,2021,0.45864,1.06894,126
pitcher-657006,2021,-1.93783,0.7062,504
pitcher-657024,2021,-0.7787,1.04694,246
pitcher-657031,2021,-0.29816,0.63671,365
pitcher-657044,2021,-1.25668,1.24741,237
pitcher-657053,2021,-0.48416,1.15454,444
pitcher-657093,2021,0.77619,0.69959,497
pitcher-657097,2021,0.82824,1.16565,237
pitcher-657140,2021,-1.12101,0.47875,73
pitcher-657141,2021,-0.27317,1.07318,51
pitcher-657228,2021,-0.37546,0.81018,101
pitcher-657240,2021,0.69903,1.13592,106
pitcher-657248,2021,-0.1232,1.06105,212
pitcher-657277,2021,-1.00795,0.71796,1147
pitcher-657376,2021,1.44969,0.79613,64
pitcher-657508,2021,-0.30748,0.81939,95
pitcher-657610,2021,1.32273,1.00684,36
pitcher-657612,2021,-3.47387,0.84141,491
pitcher-657624,2021,-0.22756,0.40201,38
pitcher-657697,2021,-0.3937,0.31735,14
pitcher-657746,2021,1.8573,0.64173,189
pitcher-657756,2021,0.33191,0.27002,23
pitcher-658069,2021,-0.03253,0.05349,5
pitcher-658305,2021,1.99773,1.08223,145
pitcher-658431,2021,-1.26716,0.72262,75
pitcher-658551,2021,0.57954,1.43588,182
pitcher-658648,2021,0.00309,0.18475,45
pitcher-659275,2021,-0.56101,0.8668,401
pitcher-660271,2021,-0.85088,0.77396,1016
pitcher-660365,2021,-1.08774,1.10435,269
pitcher-660422,2021,-0.56291,0.49774,32
pitcher-660546,2021,0.44196,0.82167,235
pitcher-660600,2021,-2.97494,1.11701,150
pitcher-660620,2021,-0.14458,0.13158,5
pitcher-660623,2021,1.03068,0.77889,730
pitcher-660761,2021,0.99759,0.63303,800
pitcher-660813,2021,-1.42078,0.73014,248
pitcher-660825,2021,0.19412,0.16821,28
pitcher-660853,2021,-0.76372,0.92997,301
pitcher-660896,2021,-1.0478,0.89352,385
pitcher-660906,2021,-0.49056,0.74251,67
pitcher-661255,2021,-0.68836,0.79594,99
pitcher-661269,2021,0.05863,0.54502,920
pitcher-661383,2021,-0.6631,1.68269,76
pitcher-661403,2021,-0.87103,0.94293,453
pitcher-661440,2021,0.20818,0.70208,78
pitcher-661527,2021,-0.125,0.83833,35
pitcher-661563,2021,-1.2829,0.64189,275
pitcher-662253,2021,-0.7167,0.65952,12
pitcher-663366,2021,-1.22343,1.33309,135
pitcher-663372,2021,-1.05248,0.56258,81
pitcher-663378,2021,0.75003,0.49576,49
pitcher-663399,2021,-0.14187,0.89819,115
pitcher-663423,2021,0.35341,0.86427,455
pitcher-663432,2021,-1.98973,1.09649,315
pitcher-663460,2021,-0.4563,0.53769,1158
pitcher-663465,2021,0.2385,0.65462,1009
pitcher-663474,2021,-0.53067,0.68244,975
pitcher-663531,2021,0.42484,0.77615,446
pitcher-663554,2021,0.5858,0.55636,1234
pitcher-663556,2021,-0.21341,0.66638,906
pitcher-663558,2021,1.32628,1.24404,71
pitcher-663559,2021,0.50501,0.9756,278
pitcher-663567,2021,-0.85721,0.43014,63
pitcher-663574,2021,-1.18776,1.41216,409
pitcher-663734,2021,1.74849,0.8009,304
pitcher-663738,2021,0.01086,1.27072,603
pitcher-663753,2021,-1.05812,0.9628,252
pitcher-663765,2021,0.04124,0.71315,607
pitcher-663770,2021,0.5998,1.22799,259
pitcher-663776,2021,0.41957,0.55591,732
pitcher-663804,2021,1.42643,1.05726,342
pitcher-663853,2021,0.02443,0.03039,1
pitcher-663855,2021,-1.46604,1.37293,121
pitcher-663878,2021,0.36656,1.05808,180
pitcher-663903,2021,0.9437,0.574,1224
pitcher-663959,2021,-0.54821,0.35017,41
pitcher-663978,2021,-0.22664,0.75606,899
pitcher-663986,2021,-1.74007,0.93813,620
pitcher-663992,2021,-2.11014,0.97999,162
pitcher-664042,2021,-1.3886,1.06108,268
pitcher-664045,2021,-3.57217,1.30391,241
pitcher-664054,2021,0.25116,0.61675,142
pitcher-664062,2021,0.99374,0.9418,503
pitcher-664074,2021,-0.30711,0.92287,341
pitcher-664076,2021,0.68016,0.89215,205
pitcher-664092,2021,-0.27996,0.85812,228
pitcher-664123,2021,2.18861,0.81515,119
pitcher-664126,2021,-0.66738,0.90208,386
pitcher-664129,2021,-0.81122,0.37761,118
pitcher-664139,2021,-0.72001,0.84161,41
pitcher-664141,2021,1.03052,0.73333,955
pitcher-664157,2021,-1.2036,0.96517,102
pitcher-664192,2021,0.74229,0.95352,338
pitcher-664196,2021,0.08315,0.12896,31
pitcher-664199,2021,0.73523,0.89036,346
pitcher-664208,2021,-1.45459,0.60969,577
pitcher-664285,2021,-2.56783,0.66053,1107
pitcher-664294,2021,0.1324,0.39109,24
pitcher-664299,2021,0.17555,0.64529,934
pitcher-664337,2021,-1.19073,0.74095,126
pitcher-664353,2021,-1.32439,0.75171,749
pitcher-664584,2021,-0.27718,0.73415,35
pitcher-664682,2021,-0.10227,0.60045,75
pitcher-664714,2021,-0.00403,1.08894,118
pitcher-664776,2021,2.13459,0.8481,295
pitcher-664789,2021,0.38875,0.29395,11
pitcher-664852,2021,0.2811,0.25615,30
pitcher-664854,2021,-1.38245,0.7492,410
pitcher-664875,2021,-1.09927,1.17972,208
pitcher-664901,2021,0.8351,0.73771,5
pitcher-664918,2021,-1.85257,1.19555,320
pitcher-664948,2021,1.61352,0.87922,394
pitcher-665152,2021,-1.89098,0.91993,505
pitcher-665155,2021,-0.0155,0.02115,1
pitcher-665620,2021,-0.60928,0.53696,80
pitcher-665621,2021,-0.5093,0.33348,36
pitcher-665625,2021,-1.91936,1.51798,34
pitcher-665645,2021,-1.48671,0.6614,99
pitcher-665661,2021,-1.04299,0.91023,46
pitcher-665665,2021,-1.81935,1.35588,94
pitcher-665733,2021,-0.80381,0.92797,99
pitcher-665759,2021,-1.13277,1.38519,70
pitcher-665795,2021,1.42913,1.08542,237
pitcher-665854,2021,-0.23617,0.82585,316
pitcher-665896,2021,-1.0504,1.07545,50
pitcher-666120,2021,0.57716,0.8079,1077
pitcher-666129,2021,0.9447,1.6181,305
pitcher-666159,2021,-1.44068,0.77414,723
pitcher-666168,2021,-0.40302,1.30379,233
pitcher-666200,2021,1.00597,0.78528,857
pitcher-666201,2021,-1.1157,0.83666,917
pitcher-666205,2021,0.10959,0.83147,336
pitcher-666619,2021,-1.28789,0.76689,32
pitcher-666808,2021,0.38337,0.77633,245
pitcher-666818,2021,-0.22099,0.27641,37
pitcher-667297,2021,0.76095,1.02334,245
pitcher-667373,2021,-0.38714,1.02109,14
pitcher-667376,2021,-1.77268,0.84858,197
pitcher-667463,2021,0.28912,1.25267,329
pitcher-667465,2021,0.85321,0.67874,43
pitcher-667498,2021,0.76863,1.55467,233
pitcher-667725,2021,0.7363,0.87921,96
pitcher-668665,2021,1.61832,1.27002,24
pitcher-668670,2021,-1.02598,0.83298,7
pitcher-668676,2021,0.70763,0.79058,1040
pitcher-668678,2021,0.67544,0.7898,1105
pitcher-668687,2021,-0.38938,1.13237,211
pitcher-668820,2021,-0.35307,0.9619,295
pitcher-668941,2021,-0.62481,0.79448,81
pitcher-668968,2021,-2.64345,1.11098,63
pitcher-669060,2021,-0.33569,0.71541,533
pitcher-669135,2021,-0.16131,0.79076,98
pitcher-669145,2021,0.60165,1.11839,553
pitcher-669160,2021,1.46292,1.60192,188
pitcher-669169,2021,-0.05469,0.43556,133
pitcher-669203,2021,1.06509,0.57446,1268
pitcher-669211,2021,0.97568,0.71598,855
pitcher-669212,2021,0.12893,0.92563,674
pitcher-669214,2021,-0.22075,1.53022,108
pitcher-669276,2021,0.18331,0.20564,10
pitcher-669294,2021,1.45406,1.09887,232
pitcher-669302,2021,-0.00649,0.74125,978
pitcher-669330,2021,-0.10881,0.82766,382
pitcher-669358,2021,-1.14329,1.18248,92
pitcher-669373,2021,-0.30027,0.66098,1237
pitcher-669395,2021,-1.25418,0.95328,49
pitcher-669424,2021,-0.67996,0.71415,115
pitcher-669432,2021,-0.95409,0.76072,1050
pitcher-669456,2021,0.15278,0.82021,751
pitcher-669459,2021,-1.39437,0.75619,96
pitcher-669618,2021,1.39739,1.18851,210
pitcher-669622,2021,0.81961,0.67458,563
pitcher-669674,2021,0.66073,0.91023,357
pitcher-669735,2021,0.07097,0.87645,270
pitcher-669912,2021,1.53749,1.25893,58
pitcher-669935,2021,-0.21635,1.20483,228
pitcher-669952,2021,-0.83172,0.93991,371
pitcher-670050,2021,-0.07383,0.46941,40
pitcher-670056,2021,-0.75943,0.73861,182
pitcher-670057,2021,1.84709,1.34828,24
pitcher-670087,2021,0.07673,0.45263,33
pitcher-670090,2021,-1.31826,1.81303,132
pitcher-670167,2021,-0.10779,0.17954,31
pitcher-670280,2021,0.23051,0.60878,417
pitcher-670456,2021,-0.45195,0.8828,234
pitcher-670550,2021,-1.15925,1.32579,67
pitcher-670766,2021,-0.11016,0.33061,90
pitcher-670912,2021,-0.55298,0.90275,562
pitcher-670950,2021,0.61796,0.69327,528
pitcher-670955,2021,1.44812,0.81955,180
pitcher-670970,2021,-0.44896,0.431,40
pitcher-670990,2021,1.0481,0.8111,223
pitcher-671345,2021,0.19684,0.98731,113
pitcher-671790,2021,-0.37292,0.27213,54
pitcher-672282,2021,-2.81957,0.91164,186
pitcher-672335,2021,-1.92045,1.13424,253
pitcher-672391,2021,-0.99692,0.95937,5
pitcher-672578,2021,-0.32441,0.59481,705
pitcher-672582,2021,0.09397,0.20227,35
pitcher-672710,2021,-0.77183,0.53602,23
pitcher-672715,2021,-1.25565,0.84102,634
pitcher-672851,2021,1.97414,1.35285,50
pitcher-674944,2021,-1.93148,1.19956,174
pitcher-675911,2021,-0.46,0.29213,14
pitcher-675912,2021,1.4128,0.84113,298
pitcher-675916,2021,0.14342,0.6992,543
pitcher-675921,2021,-1.53349,0.87125,498
pitcher-675971,2021,-1.18636,0.99819,10
pitcher-676050,2021,0.06639,0.85891,195
pitcher-676051,2021,-0.8723,0.83657,468
pitcher-676083,2021,-0.41357,0.88571,123
pitcher-676103,2021,-0.8456,0.73798,8
pitcher-676220,2021,0.69387,1.10572,125
pitcher-676265,2021,-0.86834,0.9138,178
pitcher-676424,2021,0.17855,0.65771,99
pitcher-676477,2021,0.60717,0.73981,558
pitcher-676596,2021,1.28888,0.82383,804
pitcher-676604,2021,0.70717,0.91416,273
pitcher-676606,2021,0.86611,0.39713,130
pitcher-676617,2021,0.20873,0.17404,23
pitcher-676684,2021,1.27976,0.70578,299
pitcher-676709,2021,1.48992,1.00088,73
pitcher-676710,2021,-0.06753,0.13572,21
pitcher-676755,2021,0.25973,0.48412,47
pitcher-676766,2021,-0.6002,0.84553,30
pitcher-676831,2021,0.35044,0.93514,181
pitcher-676840,2021,-0.4881,0.81809,661
pitcher-676879,2021,0.04263,0.69618,267
pitcher-676886,2021,-1.27633,0.8028,92
pitcher-676969,2021,0.66976,0.81989,498
pitcher-676979,2021,-1.67191,0.99408,486
pitcher-677651,2021,-0.61505,0.88548,1246
pitcher-677865,2021,-0.66089,1.04383,119
